FACILITY_UNIT_PROCESS_ID,CWNS_ID,FACILITY_ID,STATE_CODE,INFRASTRUCTURE_TYPE,TREATMENT_TYPE,UNIT_PROCESS,EXISTING_FLAG,PLANNED_FLAG,UNIT_PROCESS_NOTES
7461,38000006001,1151261,ND,Wastewater,Preliminary treatment,Screening,Y,,
7463,38000006001,1151261,ND,Wastewater,Secondary treatment,"Attached Growth, Anaerobic",Y,,
7465,38000006001,1151261,ND,Wastewater,Disinfection,"Disinfection, UV",Y,,
5255,12000245005,3527536,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5256,12000245005,3527536,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5254,12000245005,3527536,FL,Wastewater,Disinfection,Dechlorination,Y,,
5253,12000245005,3527536,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
7068,09001280002,3602891,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
3223,04001341001,1069469,AZ,Wastewater,Disinfection,"Disinfection, other chemical",Y,,
8041,13000742001,1109567,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
8040,13000742001,1109567,GA,Wastewater,Nutrient Removal and additional treatment,Constructed Wetland,Y,,
3762,51000013013,1192597,VA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3763,51000013013,1192597,VA,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,
3761,51000013013,1192597,VA,Wastewater,Preliminary treatment,Screening,Y,,
3756,51000013013,1192597,VA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
3758,51000013013,1192597,VA,Wastewater,Nutrient Removal and additional treatment,"Chemical Addition, Polymer",Y,,
3759,51000013013,1192597,VA,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
3755,51000013013,1192597,VA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3757,51000013013,1192597,VA,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,
3760,51000013013,1192597,VA,Wastewater,Preliminary treatment,Flow Equalization,Y,,
3765,51000013013,1192597,VA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
3766,51000013013,1192597,VA,Wastewater,Solids handling,Biosolids Thickening,Y,,
3764,51000013013,1192597,VA,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
7472,21000273001,1139696,KY,Wastewater,Disinfection,"Disinfection, UV",Y,,
7473,21000273001,1139696,KY,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
7474,21000273001,1139696,KY,Wastewater,Solids handling,Biosolids Drying,Y,,
6465,21000382005,3541437,KY,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6466,21000382005,3541437,KY,Wastewater,Disinfection,Dechlorination,Y,,
6467,21000382005,3541437,KY,Wastewater,Solids handling,Biosolids Thickening,Y,,
6468,21000382005,3541437,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
7164,09000000026,3603322,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
5290,21000736002,3539656,KY,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5291,21000736002,3539656,KY,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5292,21000736002,3539656,KY,Wastewater,Preliminary treatment,Screening,Y,,
5293,21000736002,3539656,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5288,21000736003,3539678,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5287,21000736003,3539678,KY,Wastewater,Disinfection,Dechlorination,Y,,
5286,21000736003,3539678,KY,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5289,21000736003,3539678,KY,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5294,21000736003,3539678,KY,Wastewater,Preliminary treatment,Screening,Y,,
3365,04001320002,3170169,AZ,Wastewater,Disinfection,"Disinfection, UV",Y,,
3554,04001320002,3170169,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
74,20001315001,1130584,KS,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Existing mechanical trickling filter plant
73,20001315001,1130584,KS,Wastewater,Secondary treatment,"Lagoon, Facultative",,Y,new non-discharging lagoon
2335,29001022001,1133274,MO,Wastewater,Preliminary treatment,Screening,Y,,
2336,29001022001,1133274,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2338,29001022001,1133274,MO,Wastewater,Solids handling,Biosolids Thickening,Y,,
2337,29001022001,1133274,MO,Wastewater,Solids handling,Biosolids Anaerobic Digestion with Energy Recovery,Y,,
3169,29001022001,1133274,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,aeration
2247,29001237034,1133600,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1104,29003715000,1134005,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
7704,23000048001,1142483,ME,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
7707,23000048001,1142483,ME,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7705,23000048001,1142483,ME,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,rotating biological contactors
7706,23000048001,1142483,ME,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,secondary clarifiers
7703,23000048001,1142483,ME,Wastewater,Preliminary treatment,Screening,Y,,aerated grit chambers
508,29000000060,3607431,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
505,29000000060,3607431,MO,Wastewater,Preliminary treatment,Screening,Y,,
507,29000000060,3607431,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
509,29000000060,3607431,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
506,29000000060,3607431,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1336,29000000106,3607534,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1335,29000000106,3607534,MO,Wastewater,Preliminary treatment,Screening,Y,,
1358,29001124001,1133404,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1377,29000000111,3607544,MO,Wastewater,Preliminary treatment,Screening,Y,,
1378,29000000111,3607544,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1380,29000000111,3607544,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
3996,29000000111,3607544,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
3997,29000000111,3607544,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1381,29000000112,3607549,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filter
1667,29000000112,3607549,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic tanks
267,29002255001,1133751,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1406,54001801001,1094871,WV,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
1407,54001801001,1094871,WV,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",,Y,SBR sewage treatment plant
1413,29000000114,3607559,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1412,29000000114,3607559,MO,Wastewater,Disinfection,Dechlorination,Y,,
1414,29000000114,3607559,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1415,29000000114,3607559,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1431,29000000117,3607562,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1429,29000000117,3607562,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1428,29000000117,3607562,MO,Wastewater,Preliminary treatment,Screening,Y,,
1430,29000000117,3607562,MO,Wastewater,Disinfection,Dechlorination,Y,,
1433,29000000118,3607563,MO,Wastewater,Preliminary treatment,Screening,Y,,septic tank
1434,29000000118,3607563,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1432,29000000118,3607563,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1435,29000000119,3607564,MO,Wastewater,Preliminary treatment,Screening,Y,,septic tank
1436,29000000119,3607564,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
7532,09000250002,3605141,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7059,09000920002,3605143,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
544,29002404001,1133828,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
543,29002404001,1133828,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
557,29000000068,3607441,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1440,29000000120,3607565,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1439,29000000120,3607565,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1441,29000000121,3607566,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1442,29000000121,3607566,MO,Wastewater,Disinfection,Dechlorination,Y,,
1443,29000000121,3607566,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1444,29000000121,3607566,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1447,29000000122,3607567,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1445,29000000122,3607567,MO,Wastewater,Preliminary treatment,Screening,Y,,
1446,29000000122,3607567,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1448,29000000122,3607567,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1466,54000000022,3607568,WV,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1452,29000000123,3607570,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1449,29000000123,3607570,MO,Wastewater,Disinfection,Dechlorination,Y,,
1450,29000000123,3607570,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1451,29000000123,3607570,MO,Wastewater,Preliminary treatment,Screening,Y,,
1472,29000000126,3607574,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1490,29000000129,3607577,MO,Wastewater,Disinfection,Dechlorination,Y,,
1492,29000000129,3607577,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
1491,29000000129,3607577,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1497,29000000132,3607581,MO,Wastewater,Disinfection,Dechlorination,Y,,
1498,29000000132,3607581,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1499,29000000132,3607581,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1496,29000000132,3607581,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1500,29000000133,3607582,MO,Wastewater,Preliminary treatment,Screening,Y,,
1501,29000000133,3607582,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1502,29000000133,3607582,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1503,29000000133,3607582,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
1504,29000000134,3607583,MO,Wastewater,Preliminary treatment,Screening,Y,,
1505,29000000134,3607583,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
1506,29000000135,3607584,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1507,29000000135,3607584,MO,Wastewater,Preliminary treatment,Screening,Y,,
1508,29000000135,3607584,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1509,29000000135,3607584,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1510,29000000135,3607584,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1519,29000000137,3607586,MO,Wastewater,Preliminary treatment,Screening,Y,,
1520,29000000137,3607586,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1521,29000000137,3607586,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
1522,29000000137,3607586,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1529,29000000266,3607588,MO,Wastewater,Preliminary treatment,Screening,Y,,
1530,29000000266,3607588,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1531,29000000266,3607588,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
1532,29000000266,3607588,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1533,29000000266,3607588,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3298,29000000266,3607588,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),,Y,oxidation ditch
1548,29000000300,3607589,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1549,29000000300,3607589,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic tanks
2841,13000000392,3607592,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2862,13000000393,3607593,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
7084,12000000015,3607310,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
7642,12000000017,3607318,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
22,47000065002,3606487,TN,Wastewater,Decentralized,Lagoon,Y,,Discharged to Munford Lagoon
7221,09000800002,3604821,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
109,02000111003,3607324,AK,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
110,02000111001,1104794,AK,Wastewater,Disinfection,Dechlorination,Y,,
111,02000111001,1104794,AK,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
113,02000111001,1104794,AK,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
112,02000111001,1104794,AK,Wastewater,Preliminary treatment,Screening,Y,,
114,02000111001,1104794,AK,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
64,17000000004,3606646,IL,Stormwater,Green infrastructure,Constructed wetlands,,Y,
62,17000000004,3606646,IL,Stormwater,Green infrastructure,Permeable pavement,Y,,
61,17000000004,3606646,IL,Stormwater,Gray infrastructure,Underground storage,Y,,
60,17000000004,3606646,IL,Stormwater,Gray infrastructure,Real-time controls for CSO management,Y,,
59,17000000004,3606646,IL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
63,17000000004,3606646,IL,Stormwater,Green infrastructure,Vegetated swale,Y,,
6947,12000000003,3606655,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
39,17000000005,3606667,IL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
40,17000000005,3606667,IL,Wastewater,Secondary treatment,"Lagoon, Aerobic",,Y,
167,29000000027,3607376,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
168,29000000027,3607376,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
175,29000000028,3607379,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
176,29000000028,3607379,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
177,29000000028,3607379,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
26,22000000055,3606645,LA,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
25,22000000055,3606645,LA,Wastewater,Primary treatment,Flotation,Y,,
4768,12000000004,3606740,FL,Wastewater,Disinfection,"Disinfection, UV",Y,,
4766,12000000004,3606740,FL,Wastewater,Preliminary treatment,Screening,Y,,
4767,12000000004,3606740,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
4770,12000000004,3606740,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
4769,12000000004,3606740,FL,Wastewater,Solids handling,Biosolids Thickening,Y,,
196,29004064003,1134083,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
206,29000000029,3607383,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration package plant
207,29000000029,3607383,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
142,29001174001,1133498,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
140,29001174001,1133498,MO,Wastewater,Preliminary treatment,Screening,Y,,
141,29001174001,1133498,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3205,29001174001,1133498,MO,Wastewater,Preliminary treatment,Flow Equalization,,Y,
3204,29001174001,1133498,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",,Y,activated sludge
68,17000000010,3606786,IL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
222,29001038001,1133319,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
223,29001038001,1133319,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
3255,29001038001,1133319,MO,Wastewater,Secondary treatment,Biological Nutrient Removal (BNR) Membrane Bio-Reactor (MBR),,Y,Nitrox-Ares MBBR
236,29002498004,1133876,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
244,29000000030,3607386,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
245,29000000030,3607386,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
250,29000000031,3607388,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
256,29000000033,3607390,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
258,29000000033,3607390,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
255,29000000033,3607390,MO,Wastewater,Preliminary treatment,Screening,Y,,
257,29000000033,3607390,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
259,29000000034,3607391,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
261,29000000034,3607391,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
260,29000000034,3607391,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
286,02000102003,1104786,AK,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
288,02000102003,1104786,AK,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
287,02000102003,1104786,AK,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,Secondary Clarifiers
289,02000102003,1104786,AK,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
285,02000102003,1104786,AK,Wastewater,Preliminary treatment,Screening,Y,,
290,02000102003,1104786,AK,Wastewater,Disinfection,Dechlorination,Y,,
315,29002466001,1133854,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,aeration basin
314,29002466001,1133854,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
3875,50000000013,3606597,VT,Decentralized Wastewater Treatment,Decentralized,Aeration,Y,,
3874,50000000013,3606597,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
3876,50000000013,3606597,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,Y,,
334,29004120001,1134130,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
335,29004120001,1134130,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
3916,29004120001,1134130,MO,Wastewater,Preliminary treatment,Screening,,Y,
357,29000000036,3607401,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
359,29000000036,3607401,MO,Wastewater,Disinfection,Dechlorination,Y,,
356,29000000036,3607401,MO,Wastewater,Preliminary treatment,Screening,Y,,
358,29000000036,3607401,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
360,29000000036,3607401,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
363,29000000037,3607402,MO,Wastewater,Disinfection,Dechlorination,Y,,
364,29000000037,3607402,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
361,29000000037,3607402,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
362,29000000037,3607402,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
367,29000000038,3607403,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
365,29000000038,3607403,MO,Wastewater,Preliminary treatment,Screening,Y,,
366,29000000038,3607403,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
371,29000000039,3607404,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
369,29000000039,3607404,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
368,29000000039,3607404,MO,Wastewater,Preliminary treatment,Screening,Y,,
370,29000000039,3607404,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
377,29000000041,3607406,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
376,29000000041,3607406,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
378,29000000041,3607406,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
383,29000000043,3607408,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
382,29000000043,3607408,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
384,29000000044,3607409,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
385,29000000044,3607409,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
386,29000000044,3607409,MO,Wastewater,Disinfection,Dechlorination,Y,,
387,29000000044,3607409,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
393,29000000047,3607412,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
394,29000000047,3607412,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
395,29000000047,3607412,MO,Wastewater,Disinfection,Dechlorination,Y,,
405,29000000049,3607414,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
404,29000000049,3607414,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
406,29000000049,3607414,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
408,29000000050,3607415,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
409,29000000050,3607415,MO,Wastewater,Disinfection,Dechlorination,Y,,
407,29000000050,3607415,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
410,29000000050,3607415,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
412,29000000051,3607416,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
413,29000000051,3607416,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
411,29000000051,3607416,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
415,29000000052,3607417,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
417,29000000052,3607417,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
414,29000000052,3607417,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
416,29000000052,3607417,MO,Wastewater,Disinfection,Dechlorination,Y,,
418,29000000053,3607418,MO,Wastewater,Preliminary treatment,Screening,Y,,
420,29000000053,3607418,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
419,29000000053,3607418,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
3288,32000000005,3605430,NV,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7179,09000320002,3605440,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7533,09000450002,3605441,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7166,09000840006,3605443,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
90,17000000012,3606863,IL,Wastewater,Secondary treatment,"Lagoon, Aerobic",,Y,
2844,13000000371,3607422,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
430,29000000056,3607423,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
431,29000000056,3607423,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
429,29000000056,3607423,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
428,29000000056,3607423,MO,Wastewater,Preliminary treatment,Screening,Y,,
435,29001009001,1133239,MO,Wastewater,Solids handling,Biosolids Thickening,Y,,
434,29001009001,1133239,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
433,29001009001,1133239,MO,Wastewater,Preliminary treatment,Screening,Y,,
2998,29001009001,1133239,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
2999,29001009001,1133239,MO,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,Sequencing batch reactors
438,29000000057,3607424,MO,Wastewater,Disinfection,Dechlorination,Y,,
436,29000000057,3607424,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
437,29000000057,3607424,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
600,29000003597,3607429,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic tank
601,29000003597,3607429,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filter
486,29000003597,3607429,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
500,29000000059,3607430,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
501,29000000059,3607430,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
502,29000000059,3607430,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
516,29000000062,3607433,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
526,29000000063,3607436,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
528,29000000064,3607437,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
529,29000000065,3607438,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
531,29000000065,3607438,MO,Wastewater,Disinfection,Dechlorination,Y,,
532,29000000065,3607438,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
533,29000000065,3607438,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
530,29000000065,3607438,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1263,29000000067,3607440,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1264,29000000067,3607440,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1262,29000000067,3607440,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
1265,29000000067,3607440,MO,Wastewater,Disinfection,Dechlorination,Y,,
558,29000000069,3607442,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
559,29000000069,3607442,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
560,29000000069,3607442,MO,Wastewater,Disinfection,Dechlorination,Y,,
561,29000000070,3607443,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
562,29000000070,3607443,MO,Wastewater,Disinfection,Dechlorination,Y,,
2848,13000000374,3607444,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
6889,09000780003,3605990,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
6890,09000780003,3605990,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7145,09001480002,3605992,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
6891,09000790002,3606156,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
