AGENCY_NAME,PERMIT_NUMBER,Primary Clarifier_status,Primary Clarifier_binary,Screening_status,Screening_binary,Microstrainer_status,Microstrainer_binary,Flow Equalization_status,Flow Equalization_binary,Grit Removal_status,Grit Removal_binary,Alum Addition_status,Alum Addition_binary,Ferric Chloride Addition_status,Ferric Chloride Addition_binary,Other Chemical Addition_status,Other Chemical Addition_binary,Flotation_status,Flotation_binary,Neutralization_status,Neutralization_binary,A2O_status,A2O_binary,SBR_status,SBR_binary,Oxidation Ditch_status,Oxidation Ditch_binary,Pure Oxygen Activated Sludge_status,Pure Oxygen Activated Sludge_binary,Unspecified CAS_status,Unspecified CAS_binary,Biofilter Trickling Filter_status,Biofilter Trickling Filter_binary,Rotating Biological Contractor_status,Rotating Biological Contractor_binary,Anaerobic Filter_status,Anaerobic Filter_binary,Facultative Lagoon_status,Facultative Lagoon_binary,Aerated Lagoon_status,Aerated Lagoon_binary,Anaerobic Lagoon_status,Anaerobic Lagoon_binary,Polishing Lagoon_status,Polishing Lagoon_binary,Extended Aeration_status,Extended Aeration_binary,Stepfeed_status,Stepfeed_binary,Membrane Bioreactor_status,Membrane Bioreactor_binary,Membrane Aerated Biofilm Rioreactor_status,Membrane Aerated Biofilm Rioreactor_binary,Alum Addition_status,Alum Addition_binary,Ferric Chloride Addition_status,Ferric Chloride Addition_binary,Polymer Addition_status,Polymer Addition_binary,Biological N Removal_status,Biological N Removal_binary,Biological P Removal_status,Biological P Removal_binary,Chemical N Removal_status,Chemical N Removal_binary,Chemical P Removal_status,Chemical P Removal_binary,Constructed Wetland_status,Constructed Wetland_binary,Surface Wetland_status,Surface Wetland_binary,Unspecified Nature-Based Solution_status,Unspecified Nature-Based Solution_binary,Alum Addition_status,Alum Addition_binary,Ferric Chloride Addition_status,Ferric Chloride Addition_binary,Tertiary Filtration_status,Tertiary Filtration_binary,Chlorination_status,Chlorination_binary,Dechlorination_status,Dechlorination_binary,Ozonation_status,Ozonation_binary,UV Disinfection_status,UV Disinfection_binary,Thermal Disinfection_status,Thermal Disinfection_binary,UV-AOP_status,UV-AOP_binary,Flocculation_status,Flocculation_binary,Biologically Active Filter_status,Biologically Active Filter_binary,Ion Exchange_status,Ion Exchange_binary,Activated Carbon_status,Activated Carbon_binary,Media Filtration_status,Media Filtration_binary,Nanofiltration_status,Nanofiltration_binary,Electrodialysis Reversal_status,Electrodialysis Reversal_binary,Electrodialysis_status,Electrodialysis_binary,Reverse Osmosis_status,Reverse Osmosis_binary,Ultrafiltration_status,Ultrafiltration_binary,Microfiltration_status,Microfiltration_binary,Sedimentation_status,Sedimentation_binary,Anaerobic Digestion_status,Anaerobic Digestion_binary,Aerobic Digestion_status,Aerobic Digestion_binary,Chemical Addition_status,Chemical Addition_binary,Drying_status,Drying_binary,MHI_status,MHI_binary,FBI_status,FBI_binary,Unspecified Incineration_status,Unspecified Incineration_binary,Mechanical Dewatering_status,Mechanical Dewatering_binary,Thickening_status,Thickening_binary,Biosolids Lagoon_status,Biosolids Lagoon_binary,Land Treatment_status,Land Treatment_binary,Lime Treatment_status,Lime Treatment_binary,Stabilization Pond_status,Stabilization Pond_binary,Unspecified Energy Recovery_status,Unspecified Energy Recovery_binary,Biogas Production_status,Biogas Production_binary,Cogeneration_status,Cogeneration_binary
Emeryville City,CA0038792,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Encina Wastewater Authority,CA0107395,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Encina Wastewater Authority,CA0107395,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Escondido City,CA0108944,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,future,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Eureka City,CA0024449,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present_and_future,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Fairfield Suisun Sewer District,CA0038024,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present_and_future,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Fallbrook Public Utility District,CA0108031,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0
Fallbrook Public Utility District,CA0108031,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0
Fallbrook Public Utility District,CA0108031,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0
Fallbrook Public Utility District,CA0108031,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0
Fallbrook Public Utility District,CA0108031,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0
Ferndale City,CA0022721,not_found,0,present,1,not_found,0,present_and_future,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Forestville Water District,CA0023043,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Grizzly Lake CSD,CA0081744,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Heber PUD,CA0104370,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Heritage Ranch CSD,CA0048941,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Holtville City,CA0104361,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Humboldt County Resort Improvement District #1,CA0023027,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present_and_future,1,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present_and_future,1,present_and_future,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Imperial City,CA0104400,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Inland Empire Utilities Agency,CA8000409,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Inland Empire Utilities Agency,CA8000409,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Inland Empire Utilities Agency,CA8000409,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Inland Empire Utilities Agency,CA8000409,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Inland Empire Utilities Agency,CA8000409,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Ironhouse Sanitary District,CA0085260,not_found,0,present,1,present,1,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Joint Outfall System,CA0053813,not_found,0,present,1,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Joint Outfall System,CA0053911,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
Joint Outfall System,CA0053619,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,present,1,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,present,1,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0,not_found,0
