"CWNS_ID","FACILITY_ID","STATE_CODE","PERMIT_NUMBER","PERMIT_SOURCE","PERMIT_TYPE"
"27007412001",1148418,MN,MNG580014,NPDES,General Permit Covered Facility
"38000210001",1151451,ND,NDG120745,NPDES,General Permit Covered Facility
"38000213001",1151454,ND,NDG121903,NPDES,General Permit Covered Facility
"38000227001",1151467,ND,NDG120222,NPDES,General Permit Covered Facility
"37000501001",1153111,NC,NC0020451,NPDES,Individual Permit
"37000503001",1153112,NC,NC0021709,NPDES,Individual Permit
"37003401002",1153346,NC,NC0050342,NPDES,Individual Permit
"37007409001",1153609,NC,WQ0006912,Non-NPDES,Land Application
"37008206001",1153693,NC,NC0026816,NPDES,Individual Permit
"30000046001",1159114,MT,MT0020435,NPDES,Individual Permit
"30000113001",1159167,MT,MT0031500,NPDES,Individual Permit
"30000119001",1159171,MT,MT0020133,NPDES,Individual Permit
"41000029001",1164294,OR,OR0028762,NPDES,Individual Permit
"41000110001",1164363,OR,OR0020320,NPDES,Individual Permit
"47001335001",1166201,TN,TN0021652,NPDES,Individual Permit
"47001415501",1166213,TN,TN0059897,NPDES,Individual Permit
"47001487001",1166225,TN,TN0028622,NPDES,Individual Permit
"47003003001",1166258,TN,SOP-90002,Non-NPDES,State - Other
"22000328001",1168193,LA,LA0055867,NPDES,Individual Permit
"22003004001",1168288,LA,LA0040142,NPDES,Individual Permit
"22003251001",1168477,LA,LA0033243,NPDES,Individual Permit
"22003276001",1168484,LA,LA0073539,NPDES,Individual Permit
"22003289002",1168494,LA,LA0046876,NPDES,Individual Permit
"49000064001",1170419,UT,UT0021717,NPDES,Individual Permit
"49000064001",1170419,UT,UTL021717,NPDES,Individual Permit
"40000166007",1172555,OK,OK0042935,NPDES,Individual Permit
"40000530001",1172747,OK,OK0031909,NPDES,Individual Permit
"37005801001",1153495,NC,NC0025836,NPDES,Individual Permit
"37006609001",1153569,NC,WQ0004910,Non-NPDES,Land Application
"45000614050",1157248,SC,SC0040525,NPDES,Individual Permit
"30000020001",1159091,MT,MT0021792,NPDES,Individual Permit
"30000051001",1159118,MT,MT0021938,NPDES,Individual Permit
"41000179001",1164414,OR,OR0020605,NPDES,Individual Permit
"41000230001",1164445,OR,OR0026018,NPDES,Individual Permit
"47000965001",1166143,TN,TN0064688,NPDES,Individual Permit
"47002016001",1166238,TN,TN0023353,NPDES,Individual Permit
"22000128001",1168175,LA,LA0038903,NPDES,Individual Permit
"22000523001",1168203,LA,LA0093611,NPDES,Individual Permit
"22003013001",1168295,LA,LAG560255,NPDES,General Permit Covered Facility
"22003060001",1168331,LA,LA0063533,NPDES,Individual Permit
"22003183001",1168437,LA,LAG570119,NPDES,General Permit Covered Facility
"40000105001",1172513,OK,OK0038393,NPDES,Individual Permit
"40000574001",1172766,OK,OK0026883,NPDES,Individual Permit
"06002024001",1175282,CA,CA0037770,NPDES,Individual Permit
"06004029001",1175514,CA,CA0053597,NPDES,Individual Permit
"06007014001",1175922,CA,CA0104400,NPDES,Individual Permit
"06007029001",1175936,CA,CA0104477,NPDES,Individual Permit
"53000205001",1180764,WA,WA0023604,NPDES,Individual Permit
"53000292004",1180781,WA,WA0038695,NPDES,Individual Permit
"53000292006",1180783,WA,WA0022683,NPDES,Individual Permit
"53002155001",1181040,WA,WA0020192,NPDES,Individual Permit
"48000164001",1182845,TX,TX0053872,NPDES,Individual Permit
"48001104003",1182908,TX,TX0047929,NPDES,Individual Permit
"48001105001",1182910,TX,TX0032689,NPDES,Individual Permit
"48001230001",1183009,TX,TX0033910,NPDES,Individual Permit
"48004057001",1183374,TX,TX0022659,NPDES,Individual Permit
"48004106001",1183413,TX,TX0032417,Non-NPDES,Permit not found in NPDES lookup
"48004206001",1183461,TX,TX0111325,NPDES,Individual Permit
"48004226001",1183477,TX,TX0032646,NPDES,Individual Permit
"48004354005",1183522,TX,TX0074306,Non-NPDES,Permit not found in NPDES lookup
"48005009001",1183571,TX,TX0071188,NPDES,Individual Permit
"48005048001",1183604,TX,TX0022322,NPDES,Individual Permit
"48007025001",1183800,TX,TX0023655,NPDES,Individual Permit
"48007039035",1183836,TX,TX0063045,NPDES,Individual Permit
"48007061004",1183886,TX,TX0110361,NPDES,Individual Permit
"48007164001",1183972,TX,TX0079537,NPDES,Individual Permit
"48007212001",1184005,TX,TX0091901,NPDES,Individual Permit
"48007223001",1184014,TX,TX0074233,NPDES,Individual Permit
"48007490001",1184100,TX,TX0112585,NPDES,Individual Permit
"48007525001",1184122,TX,TX0072354,NPDES,Individual Permit
"48007569001",1184147,TX,TX0074446,NPDES,Individual Permit
"48007581001",1184157,TX,TX0062031,NPDES,Individual Permit
"48007632001",1184184,TX,TX0066583,NPDES,Individual Permit
"48007805001",1184279,TX,TX0076538,NPDES,Individual Permit
"48009507001",1184509,TX,TX10875-4,Non-NPDES,Permit not found in NPDES lookup
"51000203001",1192817,VA,VA0026891,NPDES,Individual Permit
"51000308007",1192949,VA,VA0081281,NPDES,Individual Permit
"51000346001",1192995,VA,VA0067954,NPDES,Individual Permit
"56000053001",1194814,WY,WY0020222,Non-NPDES,Permit not found in NPDES lookup
"42000020001",1195359,PA,PA0028584,NPDES,Individual Permit
"42001074001",1195574,PA,PA0042170,NPDES,Individual Permit
"42001092002",1195591,PA,PA0026743,NPDES,Individual Permit
"42001164001",1195646,PA,PA0022535,NPDES,Individual Permit
"55000028001",1206023,WI,WI0036030,NPDES,Individual Permit
"55001050001",1206146,WI,WI0020702,NPDES,Individual Permit
"55001505001",1206219,WI,WI0035661,NPDES,Individual Permit
"55002360001",1206310,WI,WI0021474,NPDES,Individual Permit
"55003340001",1206476,WI,WI0060666,NPDES,Individual Permit
"55009607001",1206890,WI,WI0031852,NPDES,Individual Permit
"24000056001",1214323,MD,MD0020761,NPDES,Individual Permit
"02000266001",1216416,AK,AK000-011,Non-NPDES,Permit not found in NPDES lookup
"36004142001",1220805,NY,NY0261521,NPDES,Individual Permit
"36005025001",1220841,NY,NY0027863,NPDES,Individual Permit
"36005045001",1220859,NY,NY0029050,NPDES,Individual Permit
"36008255001",1221332,NY,NY0021482,NPDES,Individual Permit
"36009058001",1221377,NY,NY0036315,NPDES,Individual Permit
"42004030001",1227212,PA,PA0044661,NPDES,Individual Permit
"48005022004",1227873,TX,TX0058955,NPDES,Individual Permit
"48005053001",1227878,TX,TX0032361,NPDES,Individual Permit
"55005050001",1229249,WI,WI0028541,NPDES,Individual Permit
"31002219001",1230258,NE,NE0045217,NPDES,Individual Permit
"31002320001",1230261,NE,NE0040967,NPDES,Individual Permit
"27000036001",1231485,MN,MN0024368,NPDES,Individual Permit
"27005105001",1231540,MN,MN0024953,NPDES,Individual Permit
"19000301001",1234654,IA,IA0021563,NPDES,Individual Permit
"51000123001",1235968,VA,VA0026531,NPDES,Individual Permit
"37005802001",1236380,NC,NC0021733,NPDES,Individual Permit
"22003057001",1237417,LA,LA0039136,NPDES,Individual Permit
"41000032001",1238044,OR,OR0020656,NPDES,Individual Permit
"24000083001",1238386,MD,MD0059617,NPDES,Individual Permit
"53000634006",1238901,WA,ST0009064,Non-NPDES,State
"48007033006",2881937,TX,TX0072834,NPDES,Individual Permit
"48001246002",2886062,TX,TX0101222,NPDES,Individual Permit
"12000140001",3240049,FL,FLR04E034,NPDES,General Permit Covered Facility
"39002370002",3299670,OH,OH0081671,NPDES,Individual Permit
"39003367002",3328990,OH,OH0118826,NPDES,Individual Permit
"34091804101",3392311,NJ,NJ0058289,Non-NPDES,Permit not found in NPDES lookup
"13000195008",1109212,GA,GA0021725,NPDES,Individual Permit
"17000134001",1113407,IL,IL0020109,NPDES,Individual Permit
"17000394001",1113661,IL,ILG582011,NPDES,General Permit Covered Facility
"17000653001",1113922,IL,IL0028541,NPDES,Individual Permit
"17000671001",1113939,IL,IL0020117,NPDES,Individual Permit
"17000679001",1113946,IL,IL0031062,NPDES,Individual Permit
"17003103001",1114130,IL,IL0055832,NPDES,Individual Permit
"17007131002",1114305,IL,IL0023426,NPDES,Individual Permit
"17009815001",1114440,IL,ILG580006,NPDES,General Permit Covered Facility
"18000877001",1120228,IN,IN0020435,NPDES,Individual Permit
"18003290001",1120305,IN,IN0020648,NPDES,Individual Permit
"18004173001",1120335,IN,IN0020125,NPDES,Individual Permit
"18004732001",1120408,IN,IN0020940,NPDES,Individual Permit
"18004911001",1120436,IN,IN0023337,NPDES,Individual Permit
"19000009001",1123457,IA,IA0034312,NPDES,Individual Permit
"19000110001",1123545,IA,IA0020800,NPDES,Individual Permit
"19000352001",1123752,IA,IA0031186,NPDES,Individual Permit
"19000479001",1123870,IA,IA0056855,NPDES,Individual Permit
"19000497001",1123888,IA,IA0062910,NPDES,Individual Permit
"19000551001",1123937,IA,IA0025917,NPDES,Individual Permit
"19000596001",1123978,IA,IA0023710,NPDES,Individual Permit
"19000708001",1124073,IA,IA0062804,NPDES,Individual Permit
"19000733001",1124092,IA,IA0041882,NPDES,Individual Permit
"19000820001",1124165,IA,IA0033324,NPDES,Individual Permit
"19000856001",1124201,IA,IA0039977,NPDES,Individual Permit
"19000887001",1124227,IA,IA0059081,NPDES,Individual Permit
"16000050001",1128596,ID,ID0021229,NPDES,Individual Permit
"16000050001",1128596,ID,LA0018202,Non-NPDES,Land Application
"20000121001",1130130,KS,KS0051667,NPDES,Individual Permit
"20000475001",1130291,KS,KS0094013,NPDES,Individual Permit
"20000725001",1130382,KS,KS0047414,NPDES,Individual Permit
"20000805001",1130404,KS,KS0048526,NPDES,Individual Permit
"20001123001",1130514,KS,KS0022462,NPDES,Individual Permit
"20001402001",1130611,KS,KS0096768,NPDES,Individual Permit
"29001020003",1133271,MO,MO0047031,NPDES,Individual Permit
"29001048001",1133329,MO,MO0048151,NPDES,Individual Permit
"29001148035",1133459,MO,MO0128074,NPDES,Individual Permit
"29001176001",1133501,MO,MO0023230,NPDES,Individual Permit
"29001213001",1133544,MO,MO0117412,NPDES,Individual Permit
"29002282001",1133763,MO,MO0052132,NPDES,Individual Permit
"29002414001",1133834,MO,MO0040851,NPDES,Individual Permit
"29003088001",1133918,MO,MO0109797,NPDES,Individual Permit
"29003434001",1133958,MO,MO0094692,NPDES,Individual Permit
"29004028001",1134052,MO,MO0094943,NPDES,Individual Permit
"29004042001",1134065,MO,MO0136115,NPDES,Individual Permit
"29004064001",1134081,MO,MO0022080,NPDES,Individual Permit
"21000025006",1139491,KY,KYS000001,NPDES,Individual Permit
"21000115001",1139578,KY,KY0024295,NPDES,Individual Permit
"21000283001",1139704,KY,KY0027961,NPDES,Individual Permit
"23000047001",1142482,ME,ME0101184,NPDES,Individual Permit
"23000078001",1142516,ME,ME0100731,NPDES,Individual Permit
"23000227001",1142630,ME,ME0102181,NPDES,Individual Permit
"23000227001",1142630,ME,ME0102687,NPDES,Individual Permit
"72000001004",1144019,PR,PR0023752,NPDES,Individual Permit
"44000028001",1144309,RI,RI0100153,NPDES,Individual Permit
"35000015001",1145015,NM,NM0020231,NPDES,Individual Permit
"31000440001",1145829,NE,NE0028291,Non-NPDES,Permit not found in NPDES lookup
"31001353001",1145939,NE,NE0029297,NPDES,Individual Permit
"27005618001",1148357,MN,MN0024759,NPDES,Individual Permit
"27009908001",1148585,MN,MN0022101,NPDES,Individual Permit
"38000024001",1151277,ND,NDG322021,NPDES,General Permit Covered Facility
"38000149001",1151395,ND,NDG321628,NPDES,General Permit Covered Facility
"37004905003",1153453,NC,NC0046728,NPDES,Individual Permit
"37006001009",1153515,NC,NC0030210,NPDES,Individual Permit
"37006313001",1153540,NC,NC0037508,NPDES,Individual Permit
"37008205001",1153692,NC,NC0072877,NPDES,Individual Permit
"37008307001",1153701,NC,NC0044725,NPDES,Individual Permit
"45000607004",1157223,SC,SC0041696,NPDES,Individual Permit
"28000065001",1160188,MS,MS0027685,NPDES,Individual Permit
"41000017001",1164271,OR,OR0026905,NPDES,Individual Permit
"41000025001",1164291,OR,OR0027391,NPDES,Individual Permit
"41000033001",1164297,OR,OR0020427,NPDES,Individual Permit
"41000216001",1164436,OR,OR0020435,NPDES,Individual Permit
"41000283001",1164489,OR,OR0034053,NPDES,Individual Permit
"41000308001",1164498,OR,OR0022802,NPDES,Individual Permit
"47001320001",1166197,TN,TN0020541,NPDES,Individual Permit
"22001055001",1168257,LA,LA0033464,NPDES,Individual Permit
"22003234001",1168469,LA,LA0038555,NPDES,Individual Permit
"22003321001",1168521,LA,LA0117609,NPDES,Individual Permit
"22003432001",1168592,LA,LA0040991,NPDES,Individual Permit
"22009087006",1168696,LA,LA0040177,NPDES,Individual Permit
"49000091002",1170443,UT,UT0021628,NPDES,Individual Permit
"49000091002",1170443,UT,UTL021636,NPDES,Individual Permit
"40000003002",1172418,OK,OK0030422,NPDES,Individual Permit
"40000008002",1172425,OK,OK0026093,NPDES,Individual Permit
"40000075001",1172493,OK,OK0034134,NPDES,Individual Permit
"06001028001",1175196,CA,CA0023078,NPDES,Individual Permit
"06002123001",1175357,CA,CA0038318,NPDES,Individual Permit
"06004016001",1175503,CA,CA0054372,NPDES,Individual Permit
"06008041002",1175996,CA,CA8000027,NPDES,Individual Permit
"06009031004",1176069,CA,CA0108928,NPDES,Individual Permit
"46000039001",1179142,SD,SD0022179,NPDES,Individual Permit
"53000290001",1180777,WA,WA0029378,NPDES,Individual Permit
"53000445001",1180797,WA,WA0022454,NPDES,Individual Permit
"27003102001",1148271,MN,MN0022624,NPDES,Individual Permit
"27003204001",1148278,MN,MN0020133,NPDES,Individual Permit
"38000269001",1151509,ND,NDG321261,NPDES,General Permit Covered Facility
"38000313001",1151550,ND,NDG320311,NPDES,General Permit Covered Facility
"38000317001",1151553,ND,NDG325461,NPDES,General Permit Covered Facility
"37000604001",1153119,NC,NC0021857,NPDES,Individual Permit
"37001807001",1153234,NC,NC0024252,NPDES,Individual Permit
"37003001001",1153317,NC,NC0024872,NPDES,Individual Permit
"37003105001",1153323,NC,NC0026018,NPDES,Individual Permit
"37004102002",1153400,NC,NC0024325,NPDES,Individual Permit
"37006501001",1153557,NC,NC0023965,NPDES,Individual Permit
"33000023001",1100918,NH,NHG580226,NPDES,General Permit Covered Facility
"01000036001",1101864,AL,AL0020885,NPDES,Individual Permit
"01000242003",1102072,AL,AL0060461,NPDES,Individual Permit
"01000372001",1102181,AL,AL0042765,NPDES,Individual Permit
"01000412001",1102221,AL,AL0060526,NPDES,Individual Permit
"02000108001",1104792,AK,AK0021440,NPDES,Individual Permit
"05000269001",1105095,AR,AR0048445,NPDES,Individual Permit
"05000317001",1105143,AR,AR0023841,NPDES,Individual Permit
"05000406001",1105197,AR,AR0020702,NPDES,Individual Permit
"05000500002",1105286,AR,AR0033880,NPDES,Individual Permit
"13000016004",1108961,GA,GA0033251,NPDES,Individual Permit
"13000139001",1109145,GA,GA02185,Non-NPDES,Land Application
"13000160001",1109165,GA,GA0033553,NPDES,Individual Permit
"13000204001",1109226,GA,GA0030791,NPDES,Individual Permit
"13000503001",1109301,GA,GA0024911,NPDES,Individual Permit
"17000007001",1113300,IL,ILG580066,NPDES,General Permit Covered Facility
"17000159001",1113438,IL,IL0033618,NPDES,Individual Permit
"17000411001",1113680,IL,IL0034215,NPDES,Individual Permit
"17001207001",1114056,IL,IL0020907,NPDES,Individual Permit
"17001412001",1114090,IL,IL0030741,NPDES,Individual Permit
"17003714001",1114162,IL,ILG580147,NPDES,General Permit Covered Facility
"17005002001",1114187,IL,IL0026298,NPDES,Individual Permit
"17005916001",1114278,IL,IL0022381,NPDES,Individual Permit
"17007313001",1114328,IL,ILG580232,NPDES,General Permit Covered Facility
"17009303001",1114411,IL,IL0024856,NPDES,Individual Permit
"17009421001",1114423,IL,ILG580264,NPDES,General Permit Covered Facility
"18000377001",1120175,IN,IN0039322,NPDES,Individual Permit
"18003090001",1120287,IN,IN0023582,NPDES,Individual Permit
"18003230001",1120300,IN,IN0020567,NPDES,Individual Permit
"18004694001",1120400,IN,IN0021440,NPDES,Individual Permit
"18005011001",1120446,IN,IN0039241,NPDES,Individual Permit
"18005551001",1120504,IN,IN0020231,NPDES,Individual Permit
"19000040001",1123488,IA,IA0069922,NPDES,Individual Permit
"19000206001",1123625,IA,IA0035246,NPDES,Individual Permit
"19000251001",1123668,IA,IA0023345,NPDES,Individual Permit
"19000429001",1123823,IA,IA0042609,NPDES,Individual Permit
"19000664001",1124036,IA,IA0071455,NPDES,Individual Permit
"19000784001",1124133,IA,IA0076571,NPDES,Individual Permit
"19000834001",1124180,IA,IA0073903,NPDES,Individual Permit
"19000925001",1124260,IA,IA0033430,NPDES,Individual Permit
"19000939001",1124271,IA,IA0075256,NPDES,Individual Permit
"19001011001",1124290,IA,IA0025976,NPDES,Individual Permit
"16000209001",1128730,ID,LA9999-01,Non-NPDES,Land Application
"16000239001",1128759,ID,LA007703,Non-NPDES,Land Application
"20000182001",1130185,KS,KS0095711,Non-NPDES,Permit not found in NPDES lookup
"20000449006",1130269,KS,KS0081299,NPDES,Individual Permit
"20001609001",1130665,KS,KS0097667,NPDES,Individual Permit
"29001004001",1133230,MO,MO0103331,NPDES,Individual Permit
"29001011001",1133243,MO,MO0024911,NPDES,Individual Permit
"29002001001",1133621,MO,MO0043583,NPDES,Individual Permit
"29002010001",1133628,MO,MO0048194,NPDES,Individual Permit
"29002117001",1133692,MO,MO0028657,NPDES,Individual Permit
"29002498004",1133876,MO,MO0111848,NPDES,Individual Permit
"29004093001",1134103,MO,MO0040843,NPDES,Individual Permit
"29004132001",1134146,MO,MO0132900,NPDES,Individual Permit
"29006000001",1134181,MO,MO0123579,NPDES,Individual Permit
"21000179001",1139619,KY,KY0036854,NPDES,Individual Permit
"21000276001",1139699,KY,KY0026352,NPDES,Individual Permit
"21000277001",1139700,KY,KY0020613,NPDES,Individual Permit
"21000298001",1139714,KY,KY0033804,NPDES,Individual Permit
"21000356001",1139755,KY,KY0028142,NPDES,Individual Permit
"21000372001",1139763,KY,KY0025852,NPDES,Individual Permit
"23000081001",1142519,ME,ME0101231,NPDES,Individual Permit
"23000112001",1142551,ME,ME0100129,NPDES,Individual Permit
"72000002006",1144025,PR,PR0025879,NPDES,Individual Permit
"32000035001",1144681,NV,NEV40030,Non-NPDES,State
"35000022001",1145032,NM,NM0022268,NPDES,Individual Permit
"31000095001",1145765,NE,NE0028096,NPDES,Individual Permit
"31001630001",1145970,NE,NE0043290,NPDES,Individual Permit
"31002446001",1146062,NE,NE0030996,NPDES,Individual Permit
"31002545001",1146070,NE,NE0049018,NPDES,Individual Permit
"27000210001",1148071,MN,MN0025445,NPDES,Individual Permit
"27000242001",1148098,MN,MN0022144,Non-NPDES,Permit not found in NPDES lookup
"27000252001",1148106,MN,MN0024295,NPDES,Individual Permit
"27001103001",1148191,MN,MN0020273,Non-NPDES,Permit not found in NPDES lookup
"27005409001",1148341,MN,MN0020745,NPDES,Individual Permit
"27007603001",1148424,MN,MN0055158,Non-NPDES,Permit not found in NPDES lookup
"38000146001",1151392,ND,NDG325186,NPDES,General Permit Covered Facility
"38000234001",1151474,ND,NDG322403,NPDES,General Permit Covered Facility
"38000255001",1151495,ND,NDG322713,NPDES,General Permit Covered Facility
"21000157001",1139600,KY,KY0021261,NPDES,Individual Permit
"23000039001",1142473,ME,ME0102032,NPDES,Individual Permit
"23000118001",1142557,ME,ME0100218,NPDES,Individual Permit
"44000027001",1144308,RI,RI0100234,NPDES,Individual Permit
"31000206001",1145784,NE,NE0021130,NPDES,Individual Permit
"31000951001",1145886,NE,NE0042064,NPDES,Individual Permit
"31000957001",1145891,NE,NE0040924,NPDES,Individual Permit
"31001278001",1145932,NE,NE0027278,NPDES,Individual Permit
"31001350001",1145937,NE,NE0052647,NPDES,Individual Permit
"27000199001",1148061,MN,MN0055981,NPDES,Individual Permit
"27000293001",1148125,MN,MN0052647,Non-NPDES,Land Application
"27001507001",1148219,MN,MNG580087,NPDES,General Permit Covered Facility
"27007219001",1148407,MN,MN0041211,Non-NPDES,Permit not found in NPDES lookup
"27009407001",1148485,MN,MN0022209,NPDES,Individual Permit
"38000025001",1151278,ND,NDG322535,NPDES,General Permit Covered Facility
"38000104001",1151354,ND,NDG321733,NPDES,General Permit Covered Facility
"38000190001",1151433,ND,ND0020729,NPDES,Individual Permit
"38000259001",1151499,ND,NDG220826,NPDES,General Permit Covered Facility
"38000298001",1151538,ND,ND0020532,NPDES,Individual Permit
"38000316001",1151552,ND,NDG323281,NPDES,General Permit Covered Facility
"37009201001",1153761,NC,NC0029033,NPDES,Individual Permit
"28001390001",1160529,MS,MS0022381,NPDES,Individual Permit
"47000175002",1165989,TN,TN0075078,NPDES,Individual Permit
"47001430001",1166216,TN,TN0064025,NPDES,Individual Permit
"22000565001",1168210,LA,LA0043940,NPDES,Individual Permit
"22003011001",1168293,LA,LA0033430,NPDES,Individual Permit
"22003121001",1168378,LA,LA0103845,NPDES,Individual Permit
"22003326001",1168524,LA,LA0065552,NPDES,Individual Permit
"22003381001",1168553,LA,LAG570162,NPDES,General Permit Covered Facility
"40000001001",1172414,OK,OK0026115,NPDES,Individual Permit
"40000020001",1172440,OK,OK0020770,NPDES,Individual Permit
"40000082001",1172498,OK,OK0028380,NPDES,Individual Permit
"40000165001",1172547,OK,OK0026239,NPDES,Individual Permit
"40000173001",1172561,OK,OK0040053,NPDES,Individual Permit
"40000651001",1172805,OK,OK0034444,NPDES,Individual Permit
"40000723001",1172839,OK,OK0035297,NPDES,Individual Permit
"06003042001",1175409,CA,R3-03-012,Non-NPDES,State
"06003042001",1175409,CA,CA0048054,NPDES,Individual Permit
"06005023002",1175544,CA,CA0077704,NPDES,Individual Permit
"06007013001",1175921,CA,CA0104361,NPDES,Individual Permit
"53001375001",1180954,WA,WA0050229,NPDES,Individual Permit
"48000146001",1182829,TX,TX0070009,NPDES,Individual Permit
"48001118001",1182919,TX,TX0133302,NPDES,Individual Permit
"48003111003",1183257,TX,TX0101940,NPDES,Individual Permit
"48004006002",1183321,TX,TX0103497,NPDES,Individual Permit
"48004058001",1183375,TX,TX0072010,Non-NPDES,Permit not found in NPDES lookup
"48004093001",1183402,TX,TX0104558,NPDES,Individual Permit
"48004101001",1183408,TX,TX0079391,NPDES,Individual Permit
"48004330001",1183512,TX,TX0103276,NPDES,Individual Permit
"48005018002",1183580,TX,TX0091910,NPDES,Individual Permit
"48005025001",1183584,TX,TX0025372,NPDES,Individual Permit
"48005177001",1183663,TX,TX0074861,NPDES,Individual Permit
"48005265001",1183669,TX,TX0085707,NPDES,Individual Permit
"48007040003",1183860,TX,TX0073989,Non-NPDES,Permit not found in NPDES lookup
"48007087001",1183910,TX,TX0022462,NPDES,Individual Permit
"48008048001",1184395,TX,TX0024465,NPDES,Individual Permit
"48008068002",1184410,TX,TX0086134,Non-NPDES,Permit not found in NPDES lookup
"51000225005",1192850,VA,VA0070106,NPDES,Individual Permit
"51000235002",1192861,VA,VA0060968,NPDES,Individual Permit
"42005113001",1196611,PA,PA0029122,NPDES,Individual Permit
"55000026001",1206021,WI,WI0030627,NPDES,Individual Permit
"55000430001",1206076,WI,WI0020419,NPDES,Individual Permit
"55000740080",1206110,WI,WI0029459,NPDES,Individual Permit
"55001750001",1206250,WI,WI0024023,NPDES,Individual Permit
"55002151001",1206290,WI,WI0029025,NPDES,Individual Permit
"55002155001",1206291,WI,WI0035483,NPDES,Individual Permit
"55002600001",1206362,WI,WI0061361,NPDES,Individual Permit
"55002830001",1206389,WI,WI0020273,NPDES,Individual Permit
"55003120001",1206448,WI,WI0035939,Non-NPDES,Permit not found in NPDES lookup
"55003720001",1206537,WI,WI0030651,NPDES,Individual Permit
"55004490001",1206635,WI,WI0028819,NPDES,Individual Permit
"55005420001",1206745,WI,WI0028444,NPDES,Individual Permit
"55007710001",1206802,WI,WI0031551,NPDES,Individual Permit
"55009638001",1206903,WI,WI0029602,NPDES,Individual Permit
"24000300051",1214449,MD,MD0022713,NPDES,Individual Permit
"02000200001",1216397,AK,AK000-027,Non-NPDES,Permit not found in NPDES lookup
"02000400001",1216486,AK,AK000-043,Non-NPDES,Permit not found in NPDES lookup
"36001019001",1220292,NY,NY0020168,NPDES,Individual Permit
"36003107002",1220537,NY,NY0024538,NPDES,Individual Permit
"36005018001",1220833,NY,NY0020231,NPDES,Individual Permit
"36005063001",1220874,NY,NY0028240,NPDES,Individual Permit
"36006082001",1220995,NY,NY0020923,NPDES,Individual Permit
"36007189002",1221170,NY,NY0029114,NPDES,Individual Permit
"36008005001",1221204,NY,NY0020907,NPDES,Individual Permit
"36009055001",1221375,NY,NY0020826,NPDES,Individual Permit
"36009066001",1221381,NY,NY0025950,NPDES,Individual Permit
"36009082003",1221410,NY,NY0095401,NPDES,Individual Permit
"19000800001",1124148,IA,IA0033740,NPDES,Individual Permit
"19000847001",1124192,IA,IA0033201,NPDES,Individual Permit
"19001023002",1124302,IA,IA0035220,NPDES,Individual Permit
"16000053001",1128598,ID,LA000057 ,Non-NPDES,Land Application
"16000068001",1128618,ID,ID0020206,NPDES,Individual Permit
"16000123001",1128661,ID,ID0020303,NPDES,Individual Permit
"20000103001",1130115,KS,KS0092223,NPDES,Individual Permit
"20000127001",1130136,KS,KS0030651,NPDES,Individual Permit
"20000136001",1130146,KS,KS0098485,NPDES,Individual Permit
"20000211001",1130200,KS,KS0048411,NPDES,Individual Permit
"20000418001",1130239,KS,KS0094609,NPDES,Individual Permit
"20000498011",1130309,KS,KS0092738,NPDES,Individual Permit
"20000499014",1130325,KS,KS0117731,NPDES,Individual Permit
"20000504001",1130328,KS,KS0049786,NPDES,Individual Permit
"20000506001",1130330,KS,KS0026263,NPDES,Individual Permit
"20001129001",1130519,KS,KS0116521,NPDES,Individual Permit
"29001012001",1133255,MO,MO0049506,NPDES,Individual Permit
"29001016001",1133263,MO,MO0036242,NPDES,Individual Permit
"29001033001",1133311,MO,MO0036757,NPDES,Individual Permit
"29001041001",1133322,MO,MO0118966,NPDES,Individual Permit
"29001241001",1133616,MO,MO0039659,NPDES,Individual Permit
"37005004001",1153459,NC,NC0020214,NPDES,Individual Permit
"29002012001",1133630,MO,MO0022969,NPDES,Individual Permit
"29002153001",1133710,MO,MO0048712,NPDES,Individual Permit
"29002211004",1133735,MO,MO0115410,NPDES,Individual Permit
"29003081001",1133912,MO,MO0042579,NPDES,Individual Permit
"29003082001",1133913,MO,MO0102318,NPDES,Individual Permit
"29003122001",1133923,MO,MO0047350,NPDES,Individual Permit
"29003210001",1133933,MO,MO0121886,NPDES,Individual Permit
"29003508001",1133976,MO,MO0028037,NPDES,Individual Permit
"29003665010",1133989,MO,MO0122581,NPDES,Individual Permit
"29003865001",1134023,MO,MO0053457,NPDES,Individual Permit
"29004034003",1134056,MO,MO0093564,NPDES,Individual Permit
"29004064003",1134083,MO,MO0022063,NPDES,Individual Permit
"21000018001",1139483,KY,KY0022373,NPDES,Individual Permit
"21000162001",1139604,KY,KYP000076,NPDES,State Individual Non-NPDES Permits
"21000309001",1139722,KY,KY0100901,NPDES,Individual Permit
"21000558001",1139844,KY,KY0042854,NPDES,Individual Permit
"23000006001",1142436,ME,ME0100781,NPDES,Individual Permit
"23000008001",1142439,ME,ME0100102,NPDES,Individual Permit
"23000053001",1142488,ME,ME0101681,NPDES,Individual Permit
"23000134001",1142572,ME,ME0101907,NPDES,Individual Permit
"31001704001",1145984,NE,NE0024228,NPDES,Individual Permit
"31002038001",1146027,NE,NE0028100,NPDES,Individual Permit
"31002410001",1146058,NE,NE0113000,NPDES,Individual Permit
"27000156001",1148022,MN,MN0020494,NPDES,Individual Permit
"27000233001",1148090,MN,MNG580010,NPDES,General Permit Covered Facility
"27000298001",1148129,MN,MN0025631,Non-NPDES,Permit not found in NPDES lookup
"27000349001",1148170,MN,MN0020222,NPDES,Individual Permit
"27003201001",1148276,MN,MN0023035,NPDES,Individual Permit
