WDID,Place ID,Facility Name,NPDES No.,Region,Latitude_CIWQS,Longitude_CIWQS,Latitude_CWNS,Longitude_CWNS,CWNS_ID,FACILITY_ID,CWNS Facility Name
4B190107019,250700,Pomona Water Reclamation Plant,CA0053619,4,34.055874,-117.790379,34.0557,-117.7903,06004009002,1175478,LACSD (Pomona WRP)
5C240108001,214652,Merced WWTF,CA0079219,5F,37.25455,-120.52594,37.2527,-120.5249,06005064001,1175585,Merced WWTP
5C500108001,266737,"Turlock City, Turlock Regional Water Quality Control Facility",CA0078948,5S,37.481169,-120.867218,37.484,-120.8712,06005077001,1175595,TURLOCK WWTF
5B50NP00031,822960,North Valley Regional Recycled Water Program - Modesto WWTP & Turlock RWQCF,CA0085316,5S,37.61373,-121.01177,37.534301,-121.067362,06000000065,3606861,"Modesto, City of (Jennings WWTF)"
5C220701002,222491,El Portal WWTF,CA0081759,5F,37.66838,-119.81175,,,,,
9 000003607,850597,City of San Diego North City Pure Water Facility,CA0109398,9,32.9156,-117.0947,32.8813,-117.1989,06009031002,1176067,North City WRP
2 417019001,240791,Millbrae WPCP,CA0037532,2,37.60371,-122.37894,37.603284,-122.379198,06002039001,1175297,MILLBRAE MADRONE WWTF
8 332303001,259196,Temescal Creek Outfall,CA8000188,8,33.681111,-117.331667,33.522363,-117.189617,06008085001,1176028,Temecula Valley Regional WRF
8 360105001,259146,Colton WRF,CA0105236,8,34.050668,-117.333214,34.0506,-117.3331,06008024001,1175978,COLTON WWTF
9 000003607,850597,City of San Diego North City Pure Water Facility,CA0109398,9,32.9156,-117.0947,32.877875,-117.198071,06000000102,3607908,North City Pure Water Facility
5B391078003,241598,Mountain House WWTP,CA0084271,5S,37.785348,-121.51968,,,,,
5B39NP00085,271781,City of Lathrop Consolidated Treatment Facility,CA0085359,5S,37.79504,-121.28658,37.796017,-121.286530,06005019002,3478130,Lathrop Consolidated Treatment Facility
5A320100001,214199,Chester STP,CA0077747,5R,40.298614,-121.227087,40.2987,-121.2271,06005279001,1238822,CHESTER WWTF
5C221012001,273207,Mariposa WWTP,CAC441902,5F,37.479169,-119.959518,37.4789,-119.9598,06005161001,1175679,MARIPOSA WWTF
9000003903,236019,"La Salina WWTP, Oceanside Ocean Outfall",CA0107433,,33.180233,-117.370986,33.180233,-117.370986,06009041002,1176080,"Oceanside, City of (San Luis Rey WWTF)"
9000003903,225089,Fortuna City WWTP,CA0022730,,40.5911,-124.1578,40.5911,-124.1578,06001011001,1175181,FORTUNA WWTF
9000003903,266940,Tapia WRF,CA0056014,,34.089061,-118.685303,34.089061,-118.685303,06004026001,1175512,Tapia Water Reclamation Facility
2 494009001,257754,Sonoma Valley County SD WWTP,CA0037800,2,38.25172,-122.44395,38.2519,-122.4413,06002069001,1175329,Sonoma Valley WWTF
9000003903,224137,Fallbrook Water Reclamation Plant,CA0108031,,33.367596,-117.258904,33.367596,-117.258904,06009004001,1176034,FALLBROOK WWTF #1
2 417038001,254881,South San Francisco-San Bruno WQCP,CA0038130,2,37.64149,-122.399957,37.6413,-122.4,06002046001,1175306,SO SF-SAN BRUNO WWTF
9000003903,269989,Vallecitos WD Meadowlark WRP,CA0107395,,33.2527,-116.9954,33.2527,-116.9954,06009040001,1176078,Meadowlark Water Reclam. Facility
2 071059001,269601,USS-UPI LLC - NPDES/SUB15,CA0005002,2,38.03,-121.858889,,,,,
2 283014001,258386,St. Helena City WWTP,CA0038016,2,38.49915,-122.44735,38.5005,-122.440861,06002074001,1175336,ST. HELENA WWTF
4B190137004,217061,Juanita Millender-McDonald Carson Regional Water Recycling Plant,CA0064246,4,33.838705,-118.23703,,,,,
9 000000732,257821,South Bay International WWTP,CA0108928,9,32.55614,-117.062422,32.544552,-117.070688,06009031004,1176069,South Bay WRP
2 283019001,274410,Yountville / CA Vets Home WWTP,CA0038121,2,38.393512,-122.355478,38.3958,-122.3579,06002127001,1175359,YOUNTVILLE-VETERANS WWTF
5A570105001,272960,Woodland Water Pollution Control Facility,CA0077950,5S,38.66169,-121.7136,38.6628,-121.7147,06005004001,1238814,WOODLAND WWTF
3 430100001,256039,SCRWA WWTP,CA0049964,SB,36.9826174,-121.5328007,36.9890709,-121.5344416,06003060001,1175427,South County Regional Wastewater Treatment and Reclamation Facility
3 440104001,271872,Watsonville WWTP,CA0048216,SB,36.886751,-121.785478,36.886966,-121.785116,06003044001,1175412,Watsonville WWTF
5C220701004,219701,Deuel Vocational Institution,CAG995002,,,,,,,,
2 417005001,210839,Burlingame WWTP,CA0037788,2,37.591735,-122.359966,37.588153,-122.360144,06002011001,1175272,Burlingame WWTP
9000003903,213281,Carmel Area WWTP,CA0047996,,36.5397,-121.9189,36.5397,-121.9189,06003017001,1238812,Carmel Area Wastewater Treatment Plant
2 494006001,248087,Petaluma Ellis Creek Water Recycling Facility (NPDES Permit),CA0037810,2,38.233544,-122.621527,38.2334,-122.6226,06002118001,1175353,Ellis Creek WRF
9000003903,259171,Corona WWRF #1,CA8000383,,33.8923,-117.6067,33.8923,-117.6067,06008020001,1175973,Corona WWTF #1
9000003903,219552,Delta Diablo WWTP,CA0038547,,38.0128,-121.8343,38.0128,-121.8343,06002023001,1175281,Delta Diablo Wastewater Treatment Plant
9000003903,220548,Donner Summit PUD WWTP,CA0081621,,39.3344,-120.4025,39.3344,-120.4025,06005045001,1175565,DONNER SUMMIT WWTF
9000003903,259214,EVMWD Regional WWRF,CA8000027,,33.6808,-117.3409,33.6808,-117.3409,06008041002,1175996,Lake Elsinore Regional WWTP
9000003903,225055,Fort Bragg City WWTP,CA0023078,,39.439025,-123.814722,39.439025,-123.814722,06001028001,1175196,Fort Bragg WWTP
9000003903,259174,Corona WWRF #3,CA8000395,,33.821242,-117.509020,33.821242,-117.509020,06008020003,3518636,Corona WWTP #3
9000003903,214888,Cloverdale City WWTP,CA0022977,,38.7962843,-123.0104353,38.7962843,-123.0104353,06001035001,1175201,CLOVERDALE WWTF
5A310101001,215106,City of Colfax WWTP,CAG585001,5S,39.08429,-120.94485,39.0899518,-120.9462555,06005233001,1175721,Colfax WWTF
9000003903,227568,Goleta SD WWTP,CA0048160,,34.4246,-119.8361,34.4246,-119.8361,06003021001,1175388,Goleta Sanitary District Water Resource Recovery Facility
9000003903,229882,Hayward WPCF,CA0037869,,37.634218,-122.134581,37.634218,-122.134581,06002029001,1175287,"Hayward, City of (WPCF)"
9000003903,259156,Michelson WWRF,CA8000326,,33.6707,-117.8348,33.6707,-117.8348,06008033001,1175988,Michelson WRP
5B030103001,214642,City of Jackson WWTP,CAC455508,5S,38.3442278,-120.784045,38.3440962,-120.775215,06005099001,1175619,JACKSON WWTF
9000003903,214933,Coachella SD WWTP,CA0104493,,33.6566,-116.1453,33.6566,-116.1453,06007025001,1175933,Coachella WWTP
9000003903,216719,Camarillo WRP,CA0053597,,34.1909,-119.0151,34.1909,-119.0151,06004029001,1175514,CAMARILLO Water Reclamation Plant
9000003903,213332,Carpinteria SD WWTP,CA0047364,,34.4052219,-119.527500,34.4052219,-119.527500,06003061001,1175428,Carpinteria WWTF
9000003903,256011,Scotts Valley WWTP,CA0048828,,37.0411,-122.0269,37.0411,-122.0269,06003008001,1175377,SCOTTS VALLEY WWTF
9000003903,257887,South San Luis Obispo SD WWTP,CA0048003,,35.100868,-120.624250,35.100868,-120.624250,06003081001,1175445,SO SAN LUIS OB CO WWTF
9000003903,222443,El Estero Water Resource Center NPDES,CA0048143,,34.418907,-119.684742,34.418907,-119.684742,06003037001,1175402,El Estero Wastewater Treatment Facility
9000003903,255265,San Elijo Water Campus,CA0107999,,33.0136,-117.2728,33.0136,-117.2728,06009028001,1176063,San Elijo WRF
9000003903,259220,Margaret H Chandler WWRF,CA0105392,,34.0775,-117.2926,34.0775,-117.2926,06008004001,1175948,San Bernardino WRP
9000003903,270419,Victor Valley Wastewater Reclamation Authority WTP,CA0102822,,34.608486,-117.355571,34.608486,-117.355571,06006009001,1175862,Victor Valley Regional WWRP
9 000001182,638334,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,9,33.23149,-117.39143,,,,,
9000003903,272082,West County WW District WPCP,CA0038539,,37.9732,-122.3371,37.9732,-122.3371,06002057001,1175314,West County Plant
9000003903,259149,Rialto WWRF,CA0105295,,34.0559,-117.3613,34.0559,-117.3613,06008052001,1176004,Rialto WWTP
9000003903,248519,Pismo Beach WWTP,CA0048151,,35.138319,-120.632821,35.138319,-120.632821,06003028001,1175395,"Pismo Beach, City of (Collection & WWTF)"
9000003903,252657,Richmond WPCP,CA0038539,,37.9209,-122.3781,37.9209,-122.3781,06002030001,1238810,Richmond Municipal Sewer District Water Pollution Control Plant
5A060103001,272631,Williams WWTP,CAC433345,5S,39.1675,-122.153611,39.1697,-122.1536,06005033001,1238815,Williams WWTF
9000003903,259150,Riverside City WWRF,CA0105350,,33.9639,-117.4575,33.9639,-117.4575,06008001001,1175945,"Riverside, City of (Regional Water Quality Control Plant)"
9000003903,261253,Simi Valley WQCP,CA0055221,,34.285021,-118.813105,34.285021,-118.813105,06004003001,1175458,Simi Valley WWTP
7A330122021,270096,Valley SD WWTP,CA0104477,7,33.715444,-116.198833,33.7153,-116.1969,06007029001,1175936,VALLEY SD WWTF
9000003903,269042,Raymond A. Boege Alvarado WWTP (Union SD),CA0038733,,37.591383,-122.088833,37.591383,-122.088833,06002081001,1175339,Union Sanitary District (Alvarado WWTF)
9000003903,259205,WRCRWA Regional WWRF,CA8000316,,33.9318,-117.6046,33.9318,-117.6046,06008016003,1175969,Western Riverside Co Reg WWTP
9 000000275,248796,Point Loma WWTP & Ocean Outfall,CA0107409,9,32.68726,-117.24912,32.6667,-117.2434,06009031001,1176066,Point Loma WRP
9000003903,259216,Temescal Valley WD WWRF,CA8000100,,33.7899,-117.4956,33.7899,-117.4956,06008086001,3380875,Temescal Valley WD WWTP
9000003903,259689,Susanville Sanitary District WWTP,CA0102695,,40.4143,-120.6297,40.4143,-120.6297,06006002001,1175855,SUSANVILLE REG WWTF
8 362918001,742794,IEUA Regional Plant No. 4,CA8000409,8,34.084564,-117.525855,34.0862,-117.526,06008010004,3486590,IEUA Regional Plant No.4
,858381,Region 2 Watershed Nutrient Permittees,CA0038873,2,,,,,,,
5C220701004,271887,Wawona WWTF,CAG995002,5F,37.54332,-119.6517,,,,,
5C102009001,209509,Big Creek Powerhouse No 1 WWTF,CA0079545,5F,37.202222,-119.243889,,,,,
4B190703003,260064,San Clemente Island WWTP,CA0110175,4,32.99722,-118.54583,,,,,
2 071042001,256695,Martinez Refining Company WWTP,CA0005789,2,38.01324,-122.10662,,,,,
1A84002OSIS,266694,Tulelake City WWTP,CA0023272,1,41.94825,-121.47026,41.949249,-121.4735957,06001001001,1175167,TULELAKE WWTF
1B80121OHUM,215141,"College of the Redwoods, POTW",CA0006700,1,40.698944,-124.203269,,,,,
2 019014002,222130,EBMUD SD#1-Wet Wthr Bypass,CA0038440,2,,,37.795085,-122.254819,06000000115,3608101,San Antonio Creek WWF
2 019014002,222130,EBMUD SD#1-Wet Wthr Bypass,CA0038440,2,,,37.897682,-122.323108,06000000114,3608100,Point Isabel WWF
2 019014002,222130,EBMUD SD#1-Wet Wthr Bypass,CA0038440,2,,,37.760741,-122.215133,06000000116,3608102,Oakport WWF
5A171014002,235208,Konocti Harbor Resort,CA0083551,5S,38.98526,-122.74074,,,,,
9000003903,255368,San Leandro WPCP,CA0038881,,37.714814,-122.193031,37.714814,-122.193031,06002042001,1175300,"San Leandro, City of (WPCP)"
9000003903,222434,El Dorado Hills WWTP,,,38.635863,-121.059294,38.635863,-121.059294,06005249003,1175735,El Dorado Hills WWTP
9000003903,228046,Groundwater Replenishment System - Advanced WTF,,,,,,,,,
5A250102001,212397,California Pines CSD,,5R,41.349544,-120.731728,,,,,
9000003903,222758,Encina Water Pollution Control Facility,,,33.1188,-117.3235,33.1188,-117.3235,06009011001,1176042,Encina Water Pollution Control Facility
9000003903,244506,North City WRP,,,32.8813,-117.1989,32.8813,-117.1989,06009031002,1176067,North City WRP
9000003903,259161,Henry N. Wochholz WWRF,,,34.0018,-117.0761,34.0018,-117.0761,06008019001,1175972,Yucaipa Valley WD WWTP
9000003903,231693,Hill Canyon WWTP,,,34.2157,-118.9288,34.2157,-118.9288,06004007001,1175462,Hill Canyon WWTP
9 000000542,247351,East County Water Recycling Facility,,SB,32.85834,-117.0061,,,,,
9000003903,846371,Membrane Filtration/Reverse Osmosis Facility - Escondido,,9,33.12236,-117.09802,,,,,
9 000000031,229726,HARRF DISCH to San Elijo Ocean Outfall,,SB,33.104533,-117.111778,,,,,
9000003903,272444,White Slough Water Pollution Control Facility,,,,,38.0883,-121.3836,06005062001,1175583,Lodi WPCF
9000003903,255392,San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),,,33.180233,-117.370986,33.180233,-117.370986,06009041002,1176080,"Oceanside, City of (San Luis Rey WWTF)"
9000003903,259178,"Colton/San Bernadino STP, RIX",,,34.043236,-117.357845,34.043236,-117.357845,06000000105,3607961,Regional Tertiary Treatment Rapid Infiltration and Extraction Facility
9000003903,247750,Paso Robles WWTP,,,35.6486,-120.6879,35.6486,-120.6879,06003027001,1175394,PASO ROBLES WWTP
8 332783001,259203,Moreno Valley RWRF,,SB,33.87195,-117.21607,33.871663,-117.214165,06008006002,1175951,Moreno Valley Regional WRF
8 332783001,259209,Perris Valley RWRF,,SB,33.76375,-117.20571,33.6797,-117.3393,06008006006,1175954,Perris Valley Regional WRF
1B81129OHUM,209801,Blue Lake City POTW,,1,40.88588,-124.00186,40.882866,-123.996109,06001007001,1175174,BLUE LAKE WWTF
5D100105001,273115,Fresno Regional WWTF,,SB,36.70638,-119.890539,36.7061,-119.8903,06005053001,1175571,Fresno-Clovis Regional WRF
5A310104011,254925,"Placer Cnty SA No 28, ZONE No.6, Sheridan WWTP",,5S,38.97962,-121.37551,38.584,-121.2214,06005218001,1175712,Sheridan WWTF
9 000000177,251714,Rancho Santa Fe San Dist Plant,,9,33.006,-117.208457,33.0065,-117.1988,06009016001,1176048,Rancho Santa Fe WWTF
7A330114012,247435,Palm Springs WWTF,,7,33.808618,-116.498749,33.819927,-116.5267,06007003001,1175910,PALM SPRINGS WWRF
5C15NC00095,214665,Taft WWTF,,SB,35.15011,-119.42701,35.1489,-119.4264,06005347001,1175782,TAFT WWTF
5A180100001,209473,Bieber STP,,5R,41.115775,-121.137611,41.121754,-121.142184,06005780001,1175851,BIEBER WWTF
5C15NC00218,836454,Buttonwillow Safety Roadside Rest Area,,5F,35.41857,-119.42225,,,,,
5D150801001,236772,Lebec SRRA (Tejon Pass),,5F,34.8658,-118.88346,,,,,
5A090102010,212899,Camino Heights WWTP,,5S,38.73313,-120.71487,38.731657,-120.847517,06005551001,1175825,Camino Heights Wastewater Treatment Plant
5D100124001,273180,Malaga CWD WWTF,,SB,36.680154,-119.745713,36.6786,-119.7447,06005367001,1175794,Malaga WWTF
5A460100001,214650,City of Loyalton and Grandi Ranch WWTF,,5S,39.668121,-120.254606,39.683,-120.254,06005366001,1175793,LOYALTON WWTF
6B360101001,208769,Barstow WWTP,,SB,34.884568,-116.980925,34.883713,-116.976972,06006005001,1175858,Barstow WRF
6B150112001,253293,Rosamond WTF (Ponds),,SB,34.83554,-118.14903,34.8753,-118.1503,06006041001,1175894,Rosamond WWTF
7A330100015,208668,Banning STP-Non NPDES,,7,,,33.9161,-116.8439,06007032001,1175939,BANNING WWTF
5D540115001,273197,Woodville WWTF,,5F,36.08372,-119.21095,36.3518803,-119.3521046,06005360001,1238827,Woodville WWTF
5D540116001,273194,Tipton WWTF,,5F,36.0594,-119.31206,36.0567,-119.3122,06005351001,1175785,Tipton WWTF
5D540137001,273183,Poplar WWTF,,5F,36.04784,-119.1523,36.178,-119.3685,06005607001,1175831,POPLAR WWTF
5D150303029,252277,Kern Cnty CSA 39.8-Reeder Tract,,5F,35.609073296696,-118.488369252093,35.610488,-118.488370,06005693001,1175847,Reeder Tract  WWTF
9 000000206,226637,Gafner Water Reclamation Facility,,9,33.08677,-117.26634,33.0869,-117.2592,06009014002,1176046,Gafner Water Recycling Facility
7B330102012,209847,Blythe Regional WW Reclamation Facilities,,SB,33.587905,-114.59634,33.612747,-114.597847,06007010001,1175920,Blythe Regional WWTF
6B260103001,239283,Mammoth CWD STP,,SB,37.639349,-118.944544,37.6583,-118.8989,06006010001,1175863,Mammoth Community WWTF
8 362375001,259178,"Colton/San Bernadino STP, RIX",,SB,34.041083,-117.353889,,,,,
5A580103001,214671,City of Wheatland WWTP,,5S,38.99865,-121.41521,39.0070413,-121.4231901,06005357001,1175790,WHEATLAND WWTF
9000003903,747519,Atwater Regional WWTF,,,37.270945,-120.633059,37.270945,-120.633059,06005106001,1175638,Atwater Regional Wastewater Treatment Facility
9000003903,269543,US Coast Guard TRACEN - Tomales,,,38.2442,-122.8814,38.2442,-122.8814,06002060007,1175319,Tomales WWTP
3 270802001,248169,Pfeiffer Big Sur State Park WWTP,,3,36.25751,-121.78784,36.1831,-121.5372,06003046001,1175414,Pfeiffer Big Sur WWTF
3 400100001,206653,Atascadero WWTP,,3,35.48211,-120.64443,35.4839,-120.6444,06003005001,1175376,ATASCADERO WWTF
5B051003002,232360,Indian Rock Vineyards Subdivision (IRVS) WWTF,,5S,38.126111,-120.436667,,,,,
5B050107007,271617,Wallace Lake Estates WWTF,,5S,38.19467,-120.97253,,,,,
5B051012001,235798,La Contenta WWT & RF,,5S,38.179325,-120.817575,,,,,
3 420110001,257687,Solvang WWTP,,3,34.590278,-120.157853,,,,,
1B77117OSON,256049,SCWA Geyserville CSD,,1,38.70289,-122.89461,38.7060937,-122.8974918,06001096001,1175243,Geyserville WWTF
3 400801001,206651,Atascadero State Hospital,,3,35.46305,-120.63514,,,,,
6A290011000,262840,Tahoe Truckee Sanitation Agency,,SB,39.3390439,-120.1277733,39.339069,-120.128261,06006008001,1175861,Tahoe-Truckee WWTP
5D150803001,263072,Tehachapi Correctional Inst WWTF,,5F,35.116667,-118.58333,,,,,
1B77162OMEN,212776,Calpella CWD WWTP,,1,39.22441,-123.20174,39.2247,-123.2039,06001050001,1175216,CALPELLA WWTP
5B05NC00022,206381,Arnold WWTP,,5S,38.22533,-120.36967,,,,,
5C100800001,240826,Millerton Lake State Rec Area,,5F,36.98595,-119.69037,,,,,
5A323001004,210656,Bucks Creek Sewer Facility,,5R,39.8725,-121.17806,,,,,
5A250101001,204486,Adin CSD,,5R,41.18548,-120.94687,,,,,
3 420100001,210685,Buellton WWTP,,3,34.610047,-120.201847,,,,,
5B051003004,258004,Southworth Ranch Estates WWTF,,5S,38.16053,-120.948,,,,,
5C220800001,241545,Mount Bullion Conservation Camp,,5F,37.54135,-120.03533,,,,,
3 272015001,258186,Spreckels WWTP,,3,36.61478,-121.65175,,,,,
5D540801001,248269,Philip S Raine SRRA,,5F,36.1067,-119.3239,,,,,
6B140109001,230429,Hilton Creek CSD Package STP,,6V,37.570569,-118.760306,37.8133,-118.9971,06006012001,1175865,HILTON CREEK WWTF
1B77108OMEN,213604,CDF Parlin Fork Conservation Camp,,1,39.36955,-123.65624,,,,,
5A320104003,209086,Beckwourth WW Ponds,,5R,39.8137,-120.3706,,,,,
5B20NC00127,201067,Madera Cnty #19-Parkwood WWTF,,5F,36.931183,-120.050997,,,,,
5C200103001,214483,Madera Cnty #14-Chukchansi WWTF,,5F,37.03137,-120.03605,,,,,
3 271001001,212424,California Utilities,,3,36.62745,-121.68772,,,,,
5A041020001,213409,Casa Del Rey HA,,5R,39.702082,-121.574156,,,,,
5C220101001,215910,Coulterville WWTF,,5F,37.69202,-120.19462,37.7178,-120.2025,06005014001,1175536,COULTERVILLE WWTF
5D540136001,264740,Tooleville WWTF,,5F,35.93936,-119.06927,,,,,
4A560101001,889990,Fillmore Water Recycling Plant,,4,34.39064,-118.94017,,,,,
5A280106001,214559,Circle Oaks WWTF,,5S,38.41247,-122.20211,,,,,
3 420109001,255678,City of Santa Maria WWTP,,3,34.9489,-120.4908,34.9479158,-120.4944744,06003040001,1175407,SANTA MARIA WWTF
3 270104001,227602,Gonzales WWTP,,3,36.48957,-121.47298,36.5086,-121.4417,06003070001,1175438,GONZALES WWTF
8 332181001,259173,Corona WWRF #2,,SB,33.882111942262,-117.556315549706,33.882955,-117.556836,06008020002,1175974,Corona WWTF #2
9 000003742,849194,Civita Water Reclamation Facility,,9,32.77545,-117.14742,,,,,
5D100139001,201081,Fresno Cnty #44-D Monte Verdi Estates WWTF,,5F,36.91515,-119.72893,,,,,
5C101017001,201082,Fresno Cnty #44A-Millerton Lake MHV WWTF,,5F,36.982595,-119.71424,,,,,
5D100102001,201073,Fresno Cnty #30-El Porvenir WWTF,,5F,36.50458333,-120.3898611,,,,,
5D100102002,201075,Fresno Cnty #32-Cantua Creek WWTF,,5F,36.4865,-120.3249722,,,,,
3 401076001,216491,Cypress Ridge Sewer Facility,,3,35.062556,-120.577322,,,,,
3 270103001,241305,Chualar WWTP,,3,36.55212,-121.54215,36.489558,-121.470165,06003019001,1175386,CHUALAR TREATMENT PONDS
3 271002001,232363,Indian Springs Wastewater Treatment Facility,,3,36.60091,-121.63717,,,,,
5C221018001,263168,Tenaya Lodge WWTP,,5F,37.47817,-119.63914,,,,,
3 271007001,245564,Oak Hills Development WWTP,,3,36.77967,-121.71819,,,,,
1B15087RSON,816488,Silver Oak Cellars - Highway 128 Alexander Valley (Domestic Waste),,1,38.6722,-122.80424,,,,,
6B260101002,234123,June Lake PUD STP,,SB,37.875698,-119.092331,37.8133,-118.9972,06006011001,1175864,JUNE LAKE WWTF
5C200102007,201070,Madera Cnty #24 Teaford Meadow Lakes WWTF,,5F,37.295637,-119.524754,,,,,
8 332783001,259203,Moreno Valley RWRF,,SB,33.87195,-117.21607,,,,,
5A321011002,227713,Graeagle Meadows Townhomes,,5R,39.76941,-120.61972,,,,,
8 332783001,259193,San Jacinto Valley RWRF,,SB,33.79804,-117.01189,33.804110,-117.010317,06008006001,1175950,San Jacinto Regional WRF
5C10NC00195,815678,"Greek Orthodox Monestery of the Theotokos, The Life Giving Spring",,5F,36.7421,-119.13418,,,,,
3 270105001,227893,"Greenfield WWTP, City of",,3,36.33984,-121.22671,36.2936,-121.2014,06003022001,1175389,GREENFIELD WWTF
5A321001001,216157,Crocker Mountain Estates STP,,5R,39.86131,-120.44089,,,,,
3 420103001,228104,Guadalupe WWTP,,3,34.96174,-120.5899,34.9594,-120.6258,06003072001,1175440,GUADALUPE WWTF
5C200102009,201087,Madera Cnty #7-Marina View Heights WWTF,,5F,37.295967,-119.524614,,,,,
8 332783001,263145,Temecula Valley RWRF,,SB,33.50722,-117.17148,,,,,
5C200102010,201077,Madera Cnty #37-La Vina WWTF,,5F,36.879944,-120.118793,,,,,
5A520106001,227507,Golden Meadows STP (sand filter),,5R,40.215978,-122.192575,,,,,
3 270120001,255190,San Ardo WWTP,,3,36.01722,-120.91543,,,,,
5A040105002,252660,Richvale WWTF,,5R,39.479464,-121.754444,,,,,
9 000000592,229727,Hale Avenue Resource Recovery Facility (HARRF) Recycled Water,,9,33.10508,-117.11184,33.1052,-117.1114,06009032001,1176070,Hale Avenue RRF
6A265300900,210365,Bridgeport PUD Treatment Plant,,6T,38.2681521,-119.209621,38.2639,-119.0956,06006027001,1175883,BRIDGEPORT WWTF
1B89005RMEN,228109,Gualala WWTF,,1,38.76485,-123.51037,,,,,
3 441004001,241299,Monterey Bay Academy WWTP,,3,36.90513,-121.8399,,,,,
5C550801001,256920,Sierra Conservation CTR-WWTP-1 (NON15),,5F,37.893591,-120.551725,,,,,
6B360107001,236181,Lake Arrowhead CSD WTFS,,SB,34.286859,-117.219578,34.2432,-117.1704,06006013001,1175866,L. ARROWHEAD WWTF
5A041034001,228152,Toribio Gutierrez Sewage Ponds,,5R,39.851869,-121.947628,,,,,
8 332783001,259223,Sun City RWRF,,8,33.69659,-117.21116,,,,,
1B84124OSON,256045,SCWA Airport WRF (Airport-Larkfield-Wikiup),,1,38.51816,-122.8013,38.519899,-122.795863,06001099001,1175246,LARKFIELD-WIKIUP WWTF
3 420118001,237395,Los Alamos WWTP,,3,34.75348,-120.29377,,,,,
8 332199001,259218,Wilderness Lakes WWTP,,8,33.67483,-117.13767,,,,,
3 270116001,237149,Little Bear WWTP,,3,36.18588,-121.14364,,,,,
5A320104007,262987,Taylorsville STP,,5R,40.085414,-120.831494,,,,,
1A14143RSIS,805724,JH Ranch,,1,41.36561,-122.90496,,,,,
3 270106001,235021,King City Domestic WWTF,,3,36.218,-121.15328,,,,,
5D101042002,224179,Harris Farms Farm Labor Housing Facility,,5F,36.34186,-120.21406,,,,,
5D151091001,236222,Lake Isabella WWTF,,5F,35.618111,-118.475067,,,,,
1A79010OSIS,236258,Lake Shastina CSD STP,,1,41.557222,-122.3775,,,,,
1A83052OTRI,236941,"Lewiston CSD WWTP, POTW",,1,40.70358,-122.80943,,,,,
5D101032002,232098,I-5 & Panoche Road WWTF,,5F,36.64001,-120.62544,,,,,
4B190106006,888692,Hyperion Advanced Water Purification Facility,,4,33.92570556,-118.4282611,,,,,
8 303652001,271777,El Toro Water Dist WWRF,,SB,33.61932,-117.72637,,,,,
9 000000109,234117,Julian Water Pollution Facility,,9,33.08019,-116.61971,,,,,
5A450117001,224125,Fall River Mills STP,,5R,41.012142,-121.442797,,,,,
5B10NC00014,240892,Mira Bella WWTF,,5F,36.98948,-119.69746,,,,,
5A321021001,227440,Gold Mountain WWTF,,5R,39.78101,-120.61661,,,,,
5A321019001,227445,"Gold Ridge HA, UNIT III",,5R,39.7922,-120.64547,,,,,
1A82104OSIS,222998,Etna STP,,1,41.46602,-122.88522,41.5703,-122.8411,06001065001,1175224,Etna Wastewater Treatment Facility
1A81157OSIS,225072,Fort Jones City WWTP,,1,41.60539,-122.8588,,,,,
1B83120OHUM,226719,Garberville POTW,,1,40.10471,-123.80029,40.104665,-123.799503,06001012001,1175182,GARBERVILLE WWTF
5A090102008,227444,Gold Ridge Forest Unit 3,,5S,38.7332,-120.57118,,,,,
1B80002OHUM,240917,Miranda POTW,,1,40.23308,-123.82784,40.7693,-124.2201,06001016001,1175185,MIRANDA WWTF
5B03NC00053,212847,Camanche North Shore WWTP,,5S,38.239166,-120.954238,,,,,
7A130136001,815299,McCabe Municipal WWTP,,7,,,,,,,
5B55NC00011,737529,Camp Mather,,5F,37.88242,-119.85573,,,,,
6B150103001,219661,Desert Lake CSD WTF,,6V,35.008962,-117.70697,40.3084,-120.7117,06006031001,1175885,DESERT LAKE WWTF
3 270302001,244646,Lake San Antonio Northshore WWTP,,3,35.86666,-120.96741,,,,,
3 400113003,245581,Oak Shores Development CSA-7A,,3,35.75317,-120.98514,,,,,
3 271011001,241306,Monterey Dunes Colony WWTP,,3,36.75839,-121.80123,,,,,
3 270302002,236252,Lake San Antonio Southshore WWTP,,3,35.81684,-120.95917,,,,,
3 401028001,244360,Nipomo CSD Black Lake - Reclaimed Water Producer,,3,35.047352,-120.546507,,,,,
3 400104001,244361,Nipomo CSD Southland Treatment Facility,,3,35.02299,-120.47073,,,,,
5A320104004,248742,Plumas Eureka Estates WWTF - WWTP 7,,5R,39.7886111,-120.6466667,,,,,
5C10NC00203,835076,EZ Trip 1277,,5F,36.07474,-120.10347,,,,,
1B80045OMEN,248791,Point Arena WWTP,,1,38.90839,-123.6966,38.9086,-123.6961,06001048001,1175214,POINT ARENA WWTF
5A320104004,903974,Plumas Eureka Estates WWTF - WWTP 6,,5R,39.7966667,-120.6511111,,,,,
9 000000077,255678,Santa Maria WWTP,,SB,33.02993,-116.900549,,,,,
5C201011001,220279,"Diocese of San Joaquin, Episcopal Conference Center Oakhurst (ECCO)",,5F,37.33122,-119.65169,,,,,
