Place ID,WDID,Facility Name,Agency,Region,Major/Minor,Order_No,NPDES No.,Facility_URL,Reg_Measure_ID,Reg_Measure_Type,Addtl_Reg_Measure_ID,Addtl_WDID,PDF_File,Shared_PDF,Total_PDFs_Available
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",LAVWMA - R2-2021-0007.pdf,Yes,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",EBDA - R2-2017-0016.pdf,Yes,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",DSRSD - R2-2017-0017.pdf,No,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",R2-2016-0015.pdf,Yes,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",Nutrient Watershed Permit - R2-2014-0014.pdf,Yes,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",Nutrient Watershed Permit - R2-2014-0014.pdf,Yes,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",R2-2012-0004.pdf,Yes,1.0
220792,2 019033001,Dublin San Ramon SD WWTP,Dublin San Ramon Services District (WWTP NPDES & SSO),2,"Major, Minor",R2-2022-0024,CA0037613,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448550,NPDES PERMIT,"448549,443265,413161,413162,405705,382903,382900,379074","2 019123001,2 019129001,2 019123001,2 019033001,2 019129001,2 019033001,2 019123001,2 019129001",Nutrient Watershed Permit - R2-2014-0014.pdf,Yes,1.0
220850,5A470101001,Dunsmuir WWTP,Dunsmuir City,5R,Minor,R5-2024-0009,CA0078441,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220850,452141,NPDES PERMIT,"427817,378951","5A470101001,5A470101001",r5-2024-0009_npdes.pdf,No,1.0
220850,5A470101001,Dunsmuir WWTP,Dunsmuir City,5R,Minor,R5-2024-0009,CA0078441,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220850,452141,NPDES PERMIT,"427817,378951","5A470101001,5A470101001",dunsmuir_wwtp_npdes_osb.pdf,No,1.0
220850,5A470101001,Dunsmuir WWTP,Dunsmuir City,5R,Minor,R5-2024-0009,CA0078441,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220850,452141,NPDES PERMIT,"427817,378951","5A470101001,5A470101001",r5-2012-0085_npdes.pdf,No,1.0
222123,2 019123001,EBDA Common Outfall,East Bay Dischargers Authority,2,Major,R2-2022-0023,CA0037869,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222123,,,,,EBDA - R2-2022-0023.pdf,Yes,
222130,2 019014002,EBMUD SD#1-Wet Wthr Bypass,East Bay MUD (WPCP),2,"Major, Minor",R2-2020-0003,CA0038440,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222130,,NPDES PERMIT,398831,2 019014002,,No,0.0
222132,2 019014001,EBMUD WPCP,East Bay MUD (WPCP),2,Major,R2-2020-0024,CA0037702,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222132,440133,NPDES PERMIT,373407,2 019014001,R2-2020-0024.pdf,No,1.0
222132,2 019014001,EBMUD WPCP,East Bay MUD (WPCP),2,Major,R2-2020-0024,CA0037702,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222132,440133,NPDES PERMIT,373407,2 019014001,Nutrient Watershed Permit - R2-2014-0014.pdf,Yes,1.0
223236,2 071227001,East Brother Light StationWWTP,East Brother Light Station Inc,2,Minor,R2-2004-0079,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=223236,,NPDES PERMIT,,,,No,0.0
897869,,East County Advanced Water Purification (AWP) Project,,,,,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=897869,,,,,,No,0.0
259196,8 332303001,Temescal Creek Outfall,Eastern Municipal Water District,8,Major,R8-2015-0006,CA8000188,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259196,394108,NPDES PERMIT,369770,8 332303001,R8-2015-0006_EMWD_Temescal_Creek_Discharge.pdf,No,1.0
259196,8 332303001,Temescal Creek Outfall,Eastern Municipal Water District,8,Major,R8-2015-0006,CA8000188,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259196,394108,NPDES PERMIT,369770,8 332303001,09-0014 EMWD WDR-Temescal Creek.pdf,No,1.0
222407,7A130103011,El Centro City WWTP,El Centro City,7,Major,R7-2019-0002,CA0104426,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222407,429474,NPDES PERMIT,396224,7A130103011,0002elcentro_npdes.pdf,No,2.0
222407,7A130103011,El Centro City WWTP,El Centro City,7,Major,R7-2019-0002,CA0104426,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222407,429474,NPDES PERMIT,396224,7A130103011,12.14.2023_City of El Centro_NPDES Permit Application.pdf,No,2.0
222407,7A130103011,El Centro City WWTP,El Centro City,7,Major,R7-2019-0002,CA0104426,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222407,429474,NPDES PERMIT,396224,7A130103011,R7-2014-0002.pdf,No,2.0
219398,5B090102001,Deer Creek WWTP,El Dorado Irrigation District,5S,Major,R5-2014-0081,CAC433255,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219398,396979,NPDES PERMIT,361703,5B090102001,r5-2014-0081.pdf,No,3.0
219398,5B090102001,Deer Creek WWTP,El Dorado Irrigation District,5S,Major,R5-2014-0081,CAC433255,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219398,396979,NPDES PERMIT,361703,5B090102001,R5-2008-0173.pdf,No,3.0
219398,5B090102001,Deer Creek WWTP,El Dorado Irrigation District,5S,Major,R5-2014-0081,CAC433255,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219398,396979,NPDES PERMIT,361703,5B090102001,R5-2011-0038.pdf,No,3.0
219398,5B090102001,Deer Creek WWTP,El Dorado Irrigation District,5S,Major,R5-2014-0081,CAC433255,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219398,396979,NPDES PERMIT,361703,5B090102001,r5-2008-0173-01.pdf,No,3.0
222434,5B090102005,El Dorado Hills WWTP,El Dorado Irrigation District,SB,Major,R5-2013-0003,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222434,389302,NPDES PERMIT,352394,5B090102005,r5-2013-0003.pdf,No,2.0
222434,5B090102005,El Dorado Hills WWTP,El Dorado Irrigation District,SB,Major,R5-2013-0003,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222434,389302,NPDES PERMIT,352394,5B090102005,r5-2007-0069.pdf,No,2.0
259214,8 330112001,EVMWD Regional WWRF,Elsinore Valley Municipal Water District,SB,Major,R8-2013-0017,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259214,371955,NPDES PERMIT,371850,8 330112001,13-0017_Elsinore_Valley_MWD_RWRF_Renewal_WDR_&_NPDES_Permit.pdf,No,3.0
259214,8 330112001,EVMWD Regional WWRF,Elsinore Valley Municipal Water District,SB,Major,R8-2013-0017,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259214,371955,NPDES PERMIT,371850,8 330112001,05-0003 EVMWD.pdf,No,3.0
269989,9 000000030,Vallecitos WD Meadowlark WRP,Encina Wastewater Authority,SB,Major,R9-2018-0059,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=269989,425154,NPDES PERMIT,378933,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2.0
269989,9 000000030,Vallecitos WD Meadowlark WRP,Encina Wastewater Authority,SB,Major,R9-2018-0059,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=269989,425154,NPDES PERMIT,378933,,R9-2011-0019.pdf,Yes,2.0
222758,9 000000030,Encina Water Pollution Control Facility,Encina Wastewater Authority,SB,Major,R9-2018-0059,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222758,425154,NPDES PERMIT,378933,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2.0
222758,9 000000030,Encina Water Pollution Control Facility,Encina Wastewater Authority,SB,Major,R9-2018-0059,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222758,425154,NPDES PERMIT,378933,,R9-2011-0019.pdf,Yes,2.0
222754,9 000000030,Encina Ocean Outfall,Encina Wastewater Authority,9,Major,R9-2018-0059,CA0107395,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222754,425154,NPDES PERMIT,378933,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2.0
222754,9 000000030,Encina Ocean Outfall,Encina Wastewater Authority,9,Major,R9-2018-0059,CA0107395,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222754,425154,NPDES PERMIT,378933,,R9-2011-0019.pdf,Yes,2.0
213270,9 000000030,Carlsbad WRF,Encina Wastewater Authority,9,Major,R9-2018-0059,CA0107395,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213270,425154,NPDES PERMIT,378933,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2.0
213270,9 000000030,Carlsbad WRF,Encina Wastewater Authority,9,Major,R9-2018-0059,CA0107395,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213270,425154,NPDES PERMIT,378933,,R9-2011-0019.pdf,Yes,2.0
846371,9 000000031,Membrane Filtration/Reverse Osmosis Facility - Escondido,,,,R9-2018-0002,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=846371,420777,NPDES PERMIT,,,CA0107981_OrderR920180002.pdf,Yes,2.0
229726,9 000000031,HARRF DISCH to San Elijo Ocean Outfall,Escondido City,SB,Major,R9-2018-0002,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=229726,420777,NPDES PERMIT,,,CA0107981_OrderR920180002.pdf,Yes,2.0
223010,1B82151OHUM,Eureka City Elk River WWTP,Eureka City,1,Major,R1-2023-0016,CA0024449,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=223010,454778,NPDES PERMIT,"405560,366420","1B82151OHUM,1B82151OHUM",23_0016_Eureka_WWTP_NPDES_09.21.23.pdf,No,1.0
223010,1B82151OHUM,Eureka City Elk River WWTP,Eureka City,1,Major,R1-2023-0016,CA0024449,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=223010,454778,NPDES PERMIT,"405560,366420","1B82151OHUM,1B82151OHUM",16_0001_City_of_Eureka_Elk_River_WWTP_NPDES.pdf,No,1.0
223010,1B82151OHUM,Eureka City Elk River WWTP,Eureka City,1,Major,R1-2023-0016,CA0024449,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=223010,454778,NPDES PERMIT,"405560,366420","1B82151OHUM,1B82151OHUM",090605_0033_NPDES_EurekaElkRiver.pdf,No,1.0
273112,5D540103001,Exeter WWTF,Exeter City,SB,Major,96-040,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273112,,NPDES PERMIT,,,,No,0.0
225526,2 482005001,Fairfield-Suisun Sewer District Subregional WWTP,Fairfield Suisun Sewer District,2,Major,R2-2020-0012,CA0038024,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225526,437189,NPDES PERMIT,363771,2 482005001,FSSD R2-2020-0012.pdf,No,1.0
225526,2 482005001,Fairfield-Suisun Sewer District Subregional WWTP,Fairfield Suisun Sewer District,2,Major,R2-2020-0012,CA0038024,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225526,437189,NPDES PERMIT,363771,2 482005001,Nutrient Watershed Permit - R2-2014-0014.pdf,Yes,1.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",AmendedOrderR9-2019-0169_DigitalSignature signed dwg 12-14-21.pdf,No,5.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",AmendingOrderR920210204_DigitalSignature signed dwg 12-17-21.pdf,No,5.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",Fallbrook_Final_Adopted_Order_R9-2019-0169.pdf,No,5.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",R9-2019-0169_Amended2020 signed dwg 08-17-20.pdf,No,5.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",R9-2020-0193_Final_Order signed dwg 08-17-20.pdf,No,5.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",R9-2012-0004.pdf,No,5.0
224137,9 000000115,Fallbrook Water Reclamation Plant,Fallbrook Public Utility District,SB,Major,R9-2019-0169,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224137,434522,NPDES PERMIT,"387144,301241","9 000000115,9 000000115",R9-2006-0002.pdf,No,5.0
224348,1B83136OHUM,Ferndale City POTW,Ferndale City,1,"Major, Minor",R1-2018-0046,CA0022721,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224348,428678,NPDES PERMIT,"388489,369181","1B83136OHUM,1B83136OHUM",18_0046_Ferndale_NPDES.pdf,No,1.0
224348,1B83136OHUM,Ferndale City POTW,Ferndale City,1,"Major, Minor",R1-2018-0046,CA0022721,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224348,428678,NPDES PERMIT,"388489,369181","1B83136OHUM,1B83136OHUM",12_0097_NPDES_Ferndale.pdf,No,1.0
224348,1B83136OHUM,Ferndale City POTW,Ferndale City,1,"Major, Minor",R1-2018-0046,CA0022721,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224348,428678,NPDES PERMIT,"388489,369181","1B83136OHUM,1B83136OHUM",r1-2009-0036 Ferndale NPDES.pdf,No,1.0
225881,4A560101002,Fillmore WWTP and Wastewater Recycling Plant,,,,R4-2003-0136,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225881,132299,NPDES PERMIT,,,,No,0.0
224901,1B83100OSON,Forestville Water District,Forestville Water District,1,Minor,R1-2024-0004,CA0023043,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224901,456503,NPDES PERMIT,"406960,362241,132898","1B83100OSON,1B83100OSON,1B83100OSON",2024_0004_forestville_npdes_signed.pdf,No,1.0
224901,1B83100OSON,Forestville Water District,Forestville Water District,1,Minor,R1-2024-0004,CA0023043,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224901,456503,NPDES PERMIT,"406960,362241,132898","1B83100OSON,1B83100OSON,1B83100OSON",18_0002_Forestville_NPDES.pdf,No,1.0
224901,1B83100OSON,Forestville Water District,Forestville Water District,1,Minor,R1-2024-0004,CA0023043,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224901,456503,NPDES PERMIT,"406960,362241,132898","1B83100OSON,1B83100OSON,1B83100OSON",12_0012_NPDES_Forestville_CAG_osb.pdf,No,1.0
224901,1B83100OSON,Forestville Water District,Forestville Water District,1,Minor,R1-2024-0004,CA0023043,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=224901,456503,NPDES PERMIT,"406960,362241,132898","1B83100OSON,1B83100OSON,1B83100OSON",102204-ForestvilleNPDES.pdf,No,1.0
225055,1B84083OMEN,Fort Bragg City WWTP,Fort Bragg City,SB,"Major, Minor",R1-2019-0020,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225055,430202,NPDES PERMIT,"394063,366415","1B84083OMEN,1B84083OMEN",19_0020_FortBragg_NPDES.pdf,No,1.0
225055,1B84083OMEN,Fort Bragg City WWTP,Fort Bragg City,SB,"Major, Minor",R1-2019-0020,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225055,430202,NPDES PERMIT,"394063,366415","1B84083OMEN,1B84083OMEN",15_0024_FortBragg_NPDES.pdf,No,1.0
225055,1B84083OMEN,Fort Bragg City WWTP,Fort Bragg City,SB,"Major, Minor",R1-2019-0020,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225055,430202,NPDES PERMIT,"394063,366415","1B84083OMEN,1B84083OMEN",090605_0030_NPDES_FortBragg.pdf,No,1.0
225089,1B83135OHUM,Fortuna City WWTP,Fortuna City,SB,Major,R1-2017-0005,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225089,401784,NPDES PERMIT,"372927,333098","1B83135OHUM,1B83135OHUM",17_0005_Fortuna_NPDES.pdf,No,1.0
225089,1B83135OHUM,Fortuna City WWTP,Fortuna City,SB,Major,R1-2017-0005,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225089,401784,NPDES PERMIT,"372927,333098","1B83135OHUM,1B83135OHUM",11_0004_NPDES_Fortuna.pdf,No,1.0
225089,1B83135OHUM,Fortuna City WWTP,Fortuna City,SB,Major,R1-2017-0005,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=225089,401784,NPDES PERMIT,"372927,333098","1B83135OHUM,1B83135OHUM",070926_07_0007_NPDES_Fortuna.pdf,No,1.0
226690,5B340101001,Galt WWTP & Reclamation Facility,Galt City,5S,Major,R5-2015-0123,CAC443249,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=226690,404159,NPDES PERMIT,"376190,132504","5B340101001,5B340101001",r5-2015-0123.pdf,No,2.0
226690,5B340101001,Galt WWTP & Reclamation Facility,Galt City,5S,Major,R5-2015-0123,CAC443249,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=226690,404159,NPDES PERMIT,"376190,132504","5B340101001,5B340101001",r5-2010-0099.pdf,No,2.0
226690,5B340101001,Galt WWTP & Reclamation Facility,Galt City,5S,Major,R5-2015-0123,CAC443249,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=226690,404159,NPDES PERMIT,"376190,132504","5B340101001,5B340101001",r5-2004-0001.pdf,No,2.0
227568,3 420102001,Goleta SD WWTP,Goleta SD,SB,Major,R3-2017-0021,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=227568,418037,NPDES PERMIT,374332,3 420102001,R3-2017-021_Goleta_finalCA0048160.pdf,No,1.0
227568,3 420102001,Goleta SD WWTP,Goleta SD,SB,Major,R3-2017-0021,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=227568,418037,NPDES PERMIT,374332,3 420102001,GoletaSD_NPDES Permit_FinalOrder.pdf,No,1.0
227818,5A290100001,Grass Valley City WWTP,Grass Valley City,5S,Major,R5-2016-0012,CAG585001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=227818,405024,NPDES PERMIT,367978,5A290100001,r5-2016-0012.pdf,No,2.0
227818,5A290100001,Grass Valley City WWTP,Grass Valley City,5S,Major,R5-2016-0012,CAG585001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=227818,405024,NPDES PERMIT,367978,5A290100001,R5-2009-0067_npdes.pdf,No,2.0
256050,1B84060OSON,Graton CSD,Graton CSD,1,Minor,R1-2018-0001,CA0023639,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=256050,408066,NPDES PERMIT,"382873,132897","1B84060OSON,1B84060OSON",18_0001_Graton_NPDES.pdf,No,1.0
256050,1B84060OSON,Graton CSD,Graton CSD,1,Minor,R1-2018-0001,CA0023639,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=256050,408066,NPDES PERMIT,"382873,132897","1B84060OSON,1B84060OSON",12_0016_NPDES_Graton_CSD_120320_CAG.pdf,No,1.0
256050,1B84060OSON,Graton CSD,Graton CSD,1,Minor,R1-2018-0001,CA0023639,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=256050,408066,NPDES PERMIT,"382873,132897","1B84060OSON,1B84060OSON",Order No R1-2004-0038.pdf,No,1.0
219530,5A321010001,Delleker WWTP,Grizzly Lake CSD,5R,Minor,R5-2019-0052,CA0081744,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219530,433307,NPDES PERMIT,"385642,323249","5A321010001,5A321010001",R5-2019-0052.pdf,No,3.0
219530,5A321010001,Delleker WWTP,Grizzly Lake CSD,5R,Minor,R5-2019-0052,CA0081744,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219530,433307,NPDES PERMIT,"385642,323249","5A321010001,5A321010001",R5-2012-0046_npdes.pdf,No,3.0
